step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,250,87177560064000,2.51443,2.46054,12.4
500,300,116373061632000,2.40069,2.39128,19.56
750,300,131073048576000,2.37731,2.3825,25.41
1000,300,145773035520000,2.35609,2.36558,31.29
1250,300,160473022464000,2.33931,2.35136,37.2
1500,300,175173009408000,2.32134,2.3444,43.13
1750,300,189872996352000,2.30603,2.32957,49.12
2000,300,204572983296000,2.293,2.3207,55.11
2250,300,219272970240000,2.27847,2.31258,61.13
2500,300,233972957184000,2.26833,2.30813,67.15
2750,300,248672944128000,2.26049,2.29383,73.2
3000,300,263372931072000,2.24898,2.28724,79.27
3250,300,278072918016000,2.24206,2.27313,85.37
3500,300,292772904960000,2.23403,2.27042,91.48
3750,300,307472891904000,2.2314,2.2635,97.58
4000,300,322172878848000,2.22727,2.26129,103.69
4250,300,336872865792000,2.22429,2.25794,109.81
4500,300,351572852736000,2.22066,2.25705,115.93
4750,300,366272839680000,2.21978,2.25622,122.06
5000,300,380972826624000,2.2223,2.25583,128.2
