step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,1,14989897236480,2.61062,2.53633,6.31
500,100,58391003136000,2.44048,2.40194,15.14
750,150,87586504704000,2.36158,2.30842,22.66
1000,150,102286491648000,2.20306,2.14959,28.83
1250,200,131481993216000,2.06292,2.0456,36.36
1500,200,146181980160000,1.97616,1.98373,42.52
1750,200,160881967104000,1.91672,1.93515,48.69
2000,200,175581954048000,1.86797,1.90585,54.87
2250,250,204777455616000,1.81914,1.87058,62.4
2500,250,219477442560000,1.7911,1.84731,68.59
2750,250,234177429504000,1.76729,1.82112,74.76
3000,250,248877416448000,1.75201,1.81047,80.92
3250,250,263577403392000,1.74021,1.79835,87.09
3500,250,278277390336000,1.72772,1.78752,93.27
3750,256,294716839034880,1.72172,1.78618,99.6
4000,300,322172878848000,1.71189,1.77715,106.96
4250,300,336872865792000,1.70416,1.77382,113.14
4500,300,351572852736000,1.70718,1.77185,119.31
4750,300,366272839680000,1.70596,1.77183,125.48
5000,300,380972826624000,1.70665,1.77202,131.65
