step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,52,29775322152960,2.56382,2.49098,7.5
500,103,59260734013440,2.45424,2.45439,14.88
750,150,87586504704000,2.38321,2.369,22.21
1000,200,116782006272000,2.32932,2.25176,29.64
1250,200,131481993216000,2.19799,2.15952,35.78
1500,200,146181980160000,2.12501,2.09813,41.92
1750,200,160881967104000,2.06313,2.04381,48.07
2000,250,190077468672000,1.94722,1.96111,55.64
2250,250,204777455616000,1.89097,1.92346,61.83
2500,250,219477442560000,1.8561,1.8939,68.02
2750,250,234177429504000,1.83031,1.87447,74.24
3000,250,248877416448000,1.80764,1.85882,80.44
3250,250,263577403392000,1.79431,1.84552,86.63
3500,300,292772904960000,1.77624,1.83223,94.2
3750,300,307472891904000,1.75839,1.82538,100.38
4000,300,322172878848000,1.75489,1.81774,106.56
4250,300,336872865792000,1.74878,1.81526,112.76
4500,300,351572852736000,1.7475,1.81366,118.95
4750,300,366272839680000,1.74867,1.81358,125.14
5000,300,380972826624000,1.74899,1.81339,131.33
