step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,13,18468820746240,2.61007,2.52047,6.65
500,25,36647731200000,2.48727,2.46516,13.1
750,38,55116551946240,2.45282,2.43921,19.61
1000,50,73295462400000,2.41121,2.37584,26.09
1250,63,91764283146240,2.31601,2.27125,32.59
1500,75,109943193600000,2.19284,2.15638,43.94
1750,88,128412014346240,2.10935,2.12189,61.91
2000,100,146590924800000,2.03482,2.0342,75.74
2250,113,165059745546240,1.9698,1.97535,93.15
2500,125,183238656000000,1.9302,1.9443,100.87
2750,138,201707476746240,1.89978,1.93237,107.38
3000,150,219886387200000,1.85881,1.90305,113.87
3250,163,238355207946240,1.83463,1.88516,120.4
3500,175,256534118400000,1.81476,1.87736,126.89
3750,188,275002939146240,1.80703,1.86494,133.41
4000,200,293181849600000,1.79864,1.85841,139.89
4250,213,311650670346240,1.79378,1.85369,146.4
4500,225,329829580800000,1.78749,1.85318,152.9
4750,238,348298401546240,1.78747,1.85275,159.43
5000,250,366477312000000,1.78989,1.85246,165.94
