step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
200,50,26376300134400,2.73677,2.53992,21.89
400,50,38257085644800,2.52201,2.48057,42.03
600,50,50137871155200,2.47412,2.45065,62.03
800,50,62018656665600,2.45144,2.43137,82.0
1000,100,88394956800000,2.375,2.30965,103.67
1200,100,100275742310400,2.27646,2.18373,123.63
1400,100,112156527820800,2.1735,2.09803,143.75
1600,100,124037313331200,2.08984,2.03756,163.79
1800,150,150413613465600,1.98102,1.96107,189.54
2000,150,162294398976000,1.91357,1.92304,214.31
2200,150,174175184486400,1.86777,1.88273,239.08
2400,150,186055969996800,1.83375,1.86872,264.5
2600,200,212432270131200,1.80358,1.84307,291.14
2800,200,224313055641600,1.77623,1.82404,313.94
3000,200,236193841152000,1.75929,1.82551,338.76
3200,200,248074626662400,1.74627,1.80592,364.09
3400,250,274450926796800,1.73496,1.79112,390.71
3600,250,286331712307200,1.71435,1.78767,415.61
3800,250,298212497817600,1.70739,1.77597,440.38
4000,250,310093283328000,1.70188,1.77218,465.74
4200,285,332120929075200,1.69113,1.77016,491.82
4400,300,348350368972800,1.67777,1.75665,517.14
4600,300,360231154483200,1.66817,1.7426,541.98
4800,300,372111939993600,1.65803,1.73196,567.43
5000,302,384572546088960,1.65209,1.72897,592.31
5200,350,410369025638400,1.63797,1.71964,618.84
5400,350,422249811148800,1.63328,1.71124,643.63
5600,350,434130596659200,1.79187,1.69161,668.99
5800,350,446011382169600,1.73769,1.66094,693.87
6000,400,472387682304000,1.70554,1.63734,720.48
6200,400,484268467814400,1.68467,1.62402,745.27
6400,400,496149253324800,1.67227,1.61298,770.64
6600,400,508030038835200,1.65931,1.60553,794.87
6800,450,534406338969600,1.65098,1.59607,822.65
7000,450,546287124480000,1.64049,1.58877,847.49
7200,450,558167909990400,1.63693,1.58701,872.91
7400,450,570048695500800,1.63438,1.58126,897.72
7600,500,596424995635200,1.62503,1.57808,925.65
7800,500,608305781145600,1.62055,1.57571,950.54
8000,500,620186566656000,1.61996,1.57124,975.91
8200,500,632067352166400,1.61457,1.56982,1000.69
8400,550,658443652300800,1.6199,1.56879,1028.61
8600,550,670324437811200,1.61428,1.56529,1053.44
8800,550,682205223321600,1.61095,1.56554,1078.65
9000,550,694086008832000,1.6131,1.56491,1103.82
9200,587,716693475164160,1.6062,1.56478,1131.27
9400,600,732343094476800,1.60909,1.56352,1156.54
9600,600,744223879987200,1.61053,1.56365,1181.45
9800,600,756104665497600,1.60872,1.56354,1206.69
10000,604,769145092177920,1.60909,1.56354,1233.08
