step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,25,21947744256000,2.62885,2.55531,6.99
500,50,43895488512000,2.54451,2.51858,13.81
750,75,65843232768000,2.5339,2.51434,20.62
1000,100,87790977024000,2.52499,2.50466,27.45
1250,125,109738721280000,2.51077,2.50081,34.26
1500,150,131686465536000,2.5001,2.4892,41.08
1750,175,153634209792000,2.48648,2.48014,47.89
2000,200,175581954048000,2.48143,2.47837,54.71
2250,225,197529698304000,2.47489,2.47315,61.54
2500,250,219477442560000,2.47018,2.4653,68.36
2750,275,241425186816000,2.46204,2.46372,75.18
3000,300,263372931072000,2.45718,2.46558,82.01
3250,325,285320675328000,2.45465,2.45964,88.84
3500,350,307268419584000,2.44926,2.44594,95.67
3750,375,329216163840000,2.44606,2.44836,102.5
4000,400,351163908096000,2.4438,2.4491,109.32
4250,425,373111652352000,2.43936,2.44944,116.18
4500,450,395059396608000,2.43984,2.44683,123.01
4750,475,417007140864000,2.44087,2.44638,129.84
5000,500,438954885120000,2.4415,2.4465,136.67
