step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14797504512000,2.6247,2.51977,6.29
500,52,44670344232960,2.48022,2.46211,13.84
750,100,73383542784000,2.40872,2.38263,21.29
1000,150,102676561920000,2.3067,2.25948,28.79
1250,150,117474066432000,2.18454,2.13082,34.94
1500,200,146767085568000,2.02602,2.01557,42.47
1750,200,161564590080000,1.94298,1.95102,48.62
2000,200,176362094592000,1.88899,1.90783,54.78
2250,250,205655113728000,1.84069,1.86802,62.31
2500,250,220452618240000,1.78945,1.83563,68.47
2750,250,235250122752000,1.75703,1.80713,74.65
3000,250,250047627264000,1.72159,1.79357,80.82
3250,250,264845131776000,1.69966,1.7714,87.0
3500,250,279642636288000,1.67751,1.76013,93.16
3750,250,294440140800000,1.66558,1.74544,99.33
4000,300,323733159936000,1.6458,1.72631,106.86
4250,300,338530664448000,1.62944,1.71707,113.05
4500,300,353328168960000,1.61432,1.70872,119.22
4750,300,368125673472000,1.6075,1.70213,125.39
5000,300,382923177984000,1.60152,1.69572,131.55
5250,300,397720682496000,1.59468,1.68889,137.72
5500,350,427013701632000,2.14099,1.93076,145.25
5750,358,444130488483840,1.78857,1.70221,151.63
6000,450,485599739904000,1.65305,1.59335,160.3
6250,500,514892759040000,1.58549,1.53391,167.83
6500,550,544185778176000,1.54331,1.49869,175.36
6750,550,558983282688000,1.51983,1.47945,181.53
7000,600,588276301824000,1.49285,1.45732,189.05
7250,600,603073806336000,1.47614,1.44663,195.22
7500,600,617871310848000,1.46528,1.4382,201.41
7750,613,636437649162240,1.46162,1.42869,207.94
8000,650,661961834496000,1.45004,1.42194,215.11
8250,650,676759339008000,1.43505,1.41727,221.31
8500,650,691556843520000,1.43615,1.41325,227.48
8750,650,706354348032000,1.43123,1.41178,233.64
9000,650,721151852544000,1.42963,1.40906,239.82
9250,650,735949357056000,1.42312,1.40814,245.99
9500,700,765242376192000,1.4264,1.40843,253.51
9750,700,780039880704000,1.41979,1.40789,259.68
10000,700,794837385216000,1.4199,1.40784,265.85
