step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14699986944000,2.60947,2.51102,6.29
500,52,44475309096960,2.47521,2.45179,13.84
750,100,73090990080000,2.31975,2.22297,21.28
1000,150,102286491648000,2.16009,2.09193,28.79
1250,150,116986478592000,2.08223,2.03921,34.95
1500,200,146181980160000,1.99786,1.97425,42.46
1750,200,160881967104000,1.94264,1.93233,48.64
2000,200,175581954048000,1.89696,1.90201,54.81
2250,250,204777455616000,1.85441,1.8706,62.34
2500,250,219477442560000,1.81274,1.84748,68.51
2750,250,234177429504000,1.7896,1.83179,74.69
3000,250,248877416448000,1.77012,1.81981,80.87
3250,250,263577403392000,1.75932,1.80946,87.03
3500,250,278277390336000,1.74705,1.80374,93.2
3750,250,292977377280000,1.74002,1.79947,99.37
4000,300,322172878848000,1.73664,1.79178,106.9
4250,300,336872865792000,1.73023,1.79035,113.07
4500,300,351572852736000,1.72983,1.78822,119.24
4750,300,366272839680000,1.73043,1.7885,125.41
5000,300,380972826624000,1.73068,1.78849,131.58
