step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,25,21947744256000,2.6056,2.50942,6.98
500,50,43895488512000,2.48035,2.45589,13.79
750,75,65843232768000,2.40181,2.33578,20.61
1000,100,87790977024000,2.25133,2.17015,27.44
1250,125,109738721280000,2.15175,2.10043,34.27
1500,150,131686465536000,2.08617,2.04845,41.12
1750,175,153634209792000,2.00381,1.97699,47.97
2000,200,175581954048000,1.92613,1.93014,54.83
2250,225,197529698304000,1.87681,1.89458,61.66
2500,250,219477442560000,1.84484,1.87716,68.51
2750,275,241425186816000,1.81941,1.85342,75.36
3000,300,263372931072000,1.8018,1.84442,82.21
3250,325,285320675328000,1.78783,1.83502,89.05
3500,350,307268419584000,1.77401,1.82397,95.88
3750,375,329216163840000,1.76657,1.82182,102.72
4000,400,351163908096000,1.75982,1.81795,109.56
4250,425,373111652352000,1.75263,1.81457,116.4
4500,450,395059396608000,1.75556,1.81265,123.26
4750,475,417007140864000,1.75375,1.8132,130.11
5000,500,438954885120000,1.75466,1.81345,136.96
