step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,25,21947744256000,2.62755,2.5578,6.97
500,50,43895488512000,2.54098,2.51919,13.79
750,75,65843232768000,2.52206,2.50547,20.63
1000,100,87790977024000,2.5087,2.49978,27.45
1250,125,109738721280000,2.50075,2.49143,34.3
1500,150,131686465536000,2.49091,2.48709,41.13
1750,175,153634209792000,2.48247,2.48006,47.96
2000,200,175581954048000,2.47565,2.47648,54.78
2250,225,197529698304000,2.46972,2.47131,61.62
2500,250,219477442560000,2.4656,2.46873,68.47
2750,275,241425186816000,2.46114,2.45896,75.32
3000,300,263372931072000,2.45404,2.45402,82.15
3250,325,285320675328000,2.45152,2.44912,88.99
3500,350,307268419584000,2.44592,2.44616,95.85
3750,375,329216163840000,2.44576,2.43974,102.68
4000,400,351163908096000,2.44312,2.43587,109.52
4250,425,373111652352000,2.44072,2.43433,116.36
4500,450,395059396608000,2.44022,2.43386,123.19
4750,475,417007140864000,2.43826,2.43347,130.02
5000,500,438954885120000,2.43881,2.43337,141.03
