step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,100,43691016192000,2.55573,2.46907,9.0
500,205,88831583846400,2.37294,2.33613,18.01
750,350,145568563200000,2.15394,2.08909,28.1
1000,460,192158682316800,1.9928,1.99188,37.24
1250,600,247446110208000,1.86677,1.88224,47.19
1500,715,295485780787200,1.76404,1.81967,56.48
1750,850,349323657216000,1.68941,1.75844,66.31
2000,970,398812879257600,1.63622,1.72619,75.74
2250,1100,451201204224000,1.58855,1.69064,85.44
2500,1225,502139977728000,1.55239,1.66855,94.99
2750,1350,553078751232000,1.53203,1.64575,104.54
3000,1480,605467076198400,1.5083,1.63301,114.23
3250,1600,654956298240000,1.49127,1.61568,123.65
3500,1735,708794174668800,1.47524,1.60932,133.49
3750,1850,756833845248000,1.46861,1.6001,142.77
4000,1990,812121273139200,1.46179,1.59717,152.74
4250,2100,858711392256000,1.458,1.59195,161.89
4500,2245,915448371609600,1.45057,1.59085,172.0
4750,2350,960588939264000,1.45188,1.58936,181.01
5000,2500,1018775470080000,1.45381,1.58909,191.25
