step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,250,87177560064000,2.51309,2.4519,12.76
500,300,162758708428800,2.28703,2.2028,24.4
750,300,226743445094400,2.04109,2.00731,35.04
1000,300,279131770060800,1.87844,1.88479,44.65
1250,300,319923683328000,1.77275,1.81625,53.25
1500,300,349119184896000,1.71854,1.77293,60.79
1750,300,363819171840000,1.68896,1.75246,66.98
2000,300,378519158784000,1.66825,1.74302,73.18
2250,300,393219145728000,1.65656,1.72811,79.37
2500,300,407919132672000,1.64634,1.72209,85.56
2750,300,422619119616000,1.6351,1.7083,91.75
3000,300,437319106560000,1.62952,1.70704,97.93
3250,300,452019093504000,1.62366,1.70094,104.1
3500,300,466719080448000,1.61628,1.6967,110.29
3750,300,481419067392000,1.61357,1.69637,116.47
4000,300,496119054336000,1.61053,1.69361,122.65
4250,300,510819041280000,1.60503,1.69141,128.82
4500,300,525519028224000,1.60679,1.6901,135.0
4750,300,540219015168000,1.60632,1.69052,141.17
5000,300,554919002112000,1.60681,1.69077,147.35
