step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14699986944000,2.60947,2.51102,6.28
500,0,29399973888000,2.48776,2.46265,12.42
750,0,44099960832000,2.38448,2.29354,18.57
1000,0,58799947776000,2.23141,2.14162,24.72
1250,0,73499934720000,2.15322,2.08946,30.87
1500,0,88199921664000,2.10863,2.06111,37.03
1750,0,102899908608000,2.0482,1.99703,43.19
2000,0,117599895552000,1.9801,1.9391,49.34
2250,0,132299882496000,1.93266,1.90464,55.49
2500,0,146999869440000,1.90591,1.87842,61.64
2750,0,161699856384000,1.88885,1.86701,67.8
3000,0,176399843328000,1.87329,1.85722,73.98
3250,0,191099830272000,1.86567,1.8459,80.14
3500,0,205799817216000,1.85515,1.8415,86.31
3750,0,220499804160000,1.84857,1.83832,92.48
4000,0,235199791104000,1.84787,1.83314,98.64
4250,250,322377351168000,1.83336,1.82539,111.6
4500,500,409554911232000,1.8273,1.8212,124.56
4750,750,496732471296000,1.82537,1.82028,137.51
5000,1000,583910031360000,1.82573,1.82041,150.47
