step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14699986944000,2.61012,2.51206,6.3
500,52,44475309096960,2.46121,2.42813,13.85
750,100,73090990080000,2.28641,2.20591,21.3
1000,150,102286491648000,2.11333,2.08378,28.81
1250,150,116986478592000,2.0282,2.0146,34.96
1500,200,146181980160000,1.94038,1.94655,42.48
1750,200,160881967104000,1.87767,1.8948,48.65
2000,200,175581954048000,1.83327,1.86431,54.82
2250,250,204777455616000,1.79508,1.84188,62.34
2500,250,219477442560000,1.75951,1.81891,68.5
2750,250,234177429504000,1.74551,1.80491,74.66
3000,250,248877416448000,1.72753,1.79447,80.82
3250,250,263577403392000,1.71724,1.78427,86.98
3500,250,278277390336000,1.70768,1.78217,93.14
3750,250,292977377280000,1.70591,1.77491,99.31
4000,300,322172878848000,1.70127,1.77059,106.86
4250,300,336872865792000,1.69841,1.76808,113.02
4500,300,351572852736000,1.6929,1.76859,119.21
4750,300,366272839680000,1.69395,1.7677,125.39
5000,300,380972826624000,1.69625,1.76776,131.56
