step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,13,18468820746240,2.60724,2.51026,6.63
500,25,36647731200000,2.49056,2.47972,13.11
750,38,55116551946240,2.45618,2.45374,19.61
1000,50,73295462400000,2.41804,2.38092,26.1
1250,63,91764283146240,2.37601,2.35549,32.62
1500,75,109943193600000,2.32615,2.26962,39.11
1750,88,128412014346240,2.28396,2.33623,45.62
2000,100,146590924800000,2.18985,2.16243,52.12
2250,113,165059745546240,2.12142,2.09043,58.63
2500,125,183238656000000,2.069,2.06587,65.13
2750,138,201707476746240,2.05721,2.08399,71.64
3000,150,219886387200000,2.03112,2.10586,78.13
3250,163,238355207946240,1.98964,2.04486,84.64
3500,175,256534118400000,1.95859,2.00103,91.13
3750,188,275002939146240,1.94091,1.99274,97.64
4000,200,293181849600000,1.92919,1.98229,104.12
4250,213,311650670346240,1.91892,1.97521,110.63
4500,225,329829580800000,1.91892,1.97073,117.11
4750,238,348298401546240,1.91733,1.96942,123.63
5000,250,366477312000000,1.9178,1.96959,130.12
