step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59893,2.49189,7.47
500,100,58391003136000,2.45857,2.44537,14.85
750,150,87586504704000,2.37283,2.33071,22.28
1000,150,102286491648000,2.26466,2.19088,28.39
1250,200,131481993216000,2.10929,2.06495,35.85
1500,200,146181980160000,2.02693,2.00237,42.01
1750,200,160881967104000,1.96531,1.94989,48.17
2000,250,190077468672000,1.90563,1.90406,55.71
2250,250,204777455616000,1.83953,1.86757,61.91
2500,250,219477442560000,1.811,1.84547,68.11
2750,250,234177429504000,1.78854,1.82862,74.34
3000,250,248877416448000,1.76898,1.81671,80.54
3250,250,263577403392000,1.75827,1.80582,86.74
3500,250,278277390336000,1.74583,1.79951,92.93
3750,300,307472891904000,1.73267,1.79123,100.48
4000,300,322172878848000,1.72965,1.78469,106.67
4250,300,336872865792000,1.72349,1.78351,112.85
4500,300,351572852736000,1.72395,1.78151,119.03
4750,300,366272839680000,1.72447,1.78166,125.22
5000,300,380972826624000,1.72447,1.78159,131.4
