step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14797504512000,2.6247,2.51977,6.26
500,52,44670344232960,2.48022,2.46211,13.82
750,100,73383542784000,2.40872,2.38263,21.27
1000,150,102676561920000,2.3067,2.25948,28.78
1250,150,117474066432000,2.18454,2.13082,34.93
1500,200,146767085568000,2.02602,2.01557,42.44
1750,200,161564590080000,1.94298,1.95102,48.6
2000,200,176362094592000,1.88899,1.90783,54.75
2250,250,205655113728000,1.84069,1.86802,62.26
2500,250,220452618240000,1.78945,1.83563,68.41
2750,250,235250122752000,1.75703,1.80713,74.56
3000,250,250047627264000,1.72159,1.79357,80.72
3250,250,264845131776000,1.69966,1.7714,86.88
3500,250,279642636288000,1.67751,1.76013,93.03
3750,250,294440140800000,1.66558,1.74544,99.22
4000,300,323733159936000,1.6458,1.72631,106.73
4250,300,338530664448000,1.62944,1.71707,112.89
4500,300,353328168960000,1.61432,1.70872,119.08
4750,300,368125673472000,1.6075,1.70213,125.24
5000,300,382923177984000,1.60152,1.69572,131.41
5250,300,397720682496000,1.59468,1.68889,137.58
5500,300,412518187008000,2.17819,2.01023,143.74
5750,300,427315691520000,1.82762,1.73174,149.9
6000,350,456608710656000,1.70978,1.63311,157.42
6250,350,471406215168000,1.63421,1.57566,163.58
6500,350,486203719680000,1.59861,1.54743,169.75
6750,350,501001224192000,1.57423,1.52665,175.92
7000,350,515798728704000,1.55204,1.50679,182.08
7250,350,530596233216000,1.53625,1.49578,188.24
7500,350,545393737728000,1.52489,1.48635,194.4
7750,350,560191242240000,1.52103,1.47566,200.56
8000,350,574988746752000,1.51194,1.46937,206.71
8250,400,604281765888000,1.49292,1.4626,214.22
8500,400,619079270400000,1.49376,1.45831,220.38
8750,400,633876774912000,1.48834,1.45549,226.54
9000,400,648674279424000,1.48663,1.45334,232.7
9250,400,663471783936000,1.48051,1.45193,238.86
9500,400,678269288448000,1.48335,1.45218,245.02
9750,400,693066792960000,1.47697,1.45175,251.18
10000,400,707864297472000,1.47698,1.45175,257.34
