step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,25,21947744256000,2.61246,2.51812,6.98
500,50,43895488512000,2.48949,2.46909,13.8
750,75,65843232768000,2.4653,2.45113,20.62
1000,100,87790977024000,2.41533,2.38738,27.45
1250,125,109738721280000,2.42196,2.41379,34.26
1500,150,131686465536000,2.37419,2.33203,41.09
1750,175,153634209792000,2.37843,2.3413,47.94
2000,200,175581954048000,2.30914,2.30575,54.76
2250,225,197529698304000,2.28404,2.26555,61.59
2500,250,219477442560000,2.27529,2.26131,68.42
2750,275,241425186816000,2.26669,2.25669,75.26
3000,300,263372931072000,2.23101,2.22833,82.11
3250,325,285320675328000,2.22024,2.21569,88.96
3500,350,307268419584000,2.14983,2.14027,95.78
3750,375,329216163840000,2.10929,2.08059,102.62
4000,400,351163908096000,2.07674,2.05955,109.45
4250,425,373111652352000,2.06136,2.04986,116.28
4500,450,395059396608000,2.05099,2.046,123.14
4750,475,417007140864000,2.04756,2.04409,129.97
5000,500,438954885120000,2.05009,2.04381,136.81
