step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
200,50,26376300134400,2.74484,2.54878,21.98
400,50,38257085644800,2.52529,2.48324,42.03
600,50,50137871155200,2.48116,2.46366,62.11
800,50,62018656665600,2.45738,2.44242,82.33
1000,100,88394956800000,2.40134,2.35812,104.19
1200,100,100275742310400,2.34766,2.2864,124.25
1400,100,112156527820800,2.26758,2.19039,144.31
1600,100,124037313331200,2.17294,2.10756,164.38
1800,150,150413613465600,2.04779,2.01292,186.13
2000,150,162294398976000,1.96567,1.95741,206.44
2200,150,174175184486400,1.9013,1.91245,226.5
2400,150,186055969996800,1.85643,1.88343,246.56
2600,200,212432270131200,1.8084,1.84672,268.32
2800,200,224313055641600,1.7727,1.82405,288.39
3000,200,236193841152000,1.74613,1.81453,308.57
3200,200,248074626662400,1.72939,1.79953,328.84
3400,250,274450926796800,1.71316,1.78963,350.53
3600,250,286331712307200,1.68834,1.76771,370.53
3800,250,298212497817600,1.67815,1.75393,390.51
4000,250,310093283328000,1.66754,1.7453,411.92
4200,285,332120929075200,1.65786,1.74125,433.24
4400,300,348350368972800,1.64069,1.73104,453.72
4600,300,360231154483200,1.6347,1.71646,473.74
4800,300,372111939993600,1.62776,1.71081,495.04
5000,302,384572546088960,1.62473,1.71407,515.18
5200,350,410369025638400,1.61331,1.70539,536.87
5400,350,422249811148800,1.60438,1.69576,556.96
5600,350,434130596659200,1.77338,1.68047,578.24
5800,350,446011382169600,1.71781,1.64765,598.21
6000,400,472387682304000,1.68435,1.62421,619.87
6200,400,484268467814400,1.66854,1.6121,639.97
6400,400,496149253324800,1.65247,1.59895,661.35
6600,400,508030038835200,1.6435,1.59081,681.33
6800,450,534406338969600,1.63134,1.58417,703.04
7000,450,546287124480000,1.62523,1.57872,721.94
7200,450,558167909990400,1.61871,1.57107,743.39
7400,450,570048695500800,1.61157,1.5695,764.78
7600,500,596424995635200,1.60749,1.56613,787.79
7800,500,608305781145600,1.60392,1.56068,809.09
8000,500,620186566656000,1.60578,1.5601,830.29
8200,500,632067352166400,1.59966,1.55841,850.42
8400,550,658443652300800,1.59927,1.55611,873.61
8600,550,670324437811200,1.59905,1.55323,893.65
8800,550,682205223321600,1.59189,1.55313,914.59
9000,550,694086008832000,1.59353,1.55204,934.99
9200,587,716693475164160,1.59133,1.55234,957.53
9400,600,732343094476800,1.59126,1.55217,978.24
9600,600,744223879987200,1.59473,1.55176,998.9
9800,600,756104665497600,1.59211,1.55143,1019.63
10000,604,769145092177920,1.59065,1.55143,1039.75
