step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59815,2.50679,18.09
500,100,58391003136000,2.47133,2.45742,36.02
750,150,87586504704000,2.38543,2.34595,53.9
1000,200,116782006272000,2.2511,2.17736,71.79
1250,250,145977507840000,2.09364,2.04406,89.72
1500,300,175173009408000,1.9852,1.9654,107.61
1750,350,204368510976000,1.91496,1.91445,125.52
2000,400,233564012544000,1.85999,1.88004,143.39
2250,450,262759514112000,1.81541,1.85211,161.27
2500,500,291955015680000,1.78724,1.82897,179.14
2750,550,321150517248000,1.76496,1.81605,197.02
3000,600,350346018816000,1.74398,1.80169,214.9
3250,650,379541520384000,1.73173,1.79127,232.8
3500,700,408737021952000,1.71687,1.78171,250.72
3750,750,437932523520000,1.70764,1.77603,268.6
4000,800,467128025088000,1.70455,1.76782,286.48
4250,850,496323526656000,1.69771,1.7666,304.38
4500,900,525519028224000,1.69655,1.76443,322.25
4750,950,554714529792000,1.69684,1.76462,340.13
5000,1000,583910031360000,1.69689,1.76462,358.03
