step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59335,2.50287,18.09
500,50,43895488512000,2.47873,2.45176,34.38
750,50,58595475456000,2.43638,2.40398,50.68
1000,100,87790977024000,2.30739,2.20608,68.57
1250,100,102490963968000,2.17001,2.10395,84.91
1500,100,117190950912000,2.10325,2.04952,101.23
1750,150,146386452480000,2.02937,1.97241,119.12
2000,150,161086439424000,1.94757,1.92802,135.45
2250,150,175786426368000,1.89247,1.89566,151.77
2500,151,190776323604480,1.85332,1.87412,168.13
2750,200,219681914880000,1.80519,1.84519,185.97
3000,200,234381901824000,1.78248,1.83542,202.28
3250,200,249081888768000,1.76761,1.827,218.59
3500,250,278277390336000,1.74983,1.81265,236.49
3750,250,292977377280000,1.74093,1.81132,252.83
4000,250,307677364224000,1.73381,1.80594,281.6
4250,300,336872865792000,1.72544,1.8023,313.94
4500,300,351572852736000,1.72779,1.80022,344.44
4750,300,366272839680000,1.72612,1.80055,374.95
5000,302,381552647208960,1.72716,1.80061,405.53
