step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14699986944000,2.62606,2.56551,6.24
500,100,58391003136000,2.48746,2.4659,15.11
750,150,87586504704000,2.44952,2.42466,22.6
1000,150,102286491648000,2.41292,2.40238,28.75
1250,200,131481993216000,2.36573,2.3286,36.26
1500,200,146181980160000,2.33406,2.31776,42.4
1750,200,160881967104000,2.3224,2.30196,48.54
2000,200,175581954048000,2.31103,2.28827,54.68
2250,250,204777455616000,2.2506,2.21666,62.18
2500,250,219477442560000,2.23353,2.19789,68.32
2750,250,234177429504000,2.22333,2.18481,74.48
3000,250,248877416448000,2.20717,2.17396,80.61
3250,250,263577403392000,2.20396,2.16429,86.75
3500,250,278277390336000,2.19429,2.15859,92.9
3750,256,294716839034880,2.18829,2.15912,99.21
4000,300,322172878848000,2.16872,2.13363,106.55
4250,300,336872865792000,2.16442,2.1304,112.69
4500,300,351572852736000,2.16259,2.12907,118.83
4750,300,366272839680000,2.16422,2.12871,124.97
5000,300,380972826624000,2.16418,2.12872,131.11
