step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14699986944000,2.60947,2.51102,6.28
500,0,29399973888000,2.48776,2.46265,12.41
750,0,44099960832000,2.38448,2.29354,18.54
1000,0,58799947776000,2.23141,2.14162,24.68
1250,0,73499934720000,2.15322,2.08946,30.82
1500,0,88199921664000,2.10863,2.06111,36.97
1750,0,102899908608000,2.0482,1.99703,43.11
2000,0,117599895552000,1.9801,1.9391,49.26
2250,0,132299882496000,1.93266,1.90464,55.41
2500,0,146999869440000,1.90591,1.87842,61.58
2750,250,234177429504000,1.8587,1.84792,74.53
3000,500,321354989568000,1.81885,1.82771,87.48
3250,750,408532549632000,1.7929,1.81185,100.42
3500,1000,495710109696000,1.76709,1.7996,113.37
3750,1250,582887669760000,1.74719,1.79158,126.31
4000,1500,670065229824000,1.73604,1.78123,139.27
4250,1750,757242789888000,1.7242,1.77701,152.22
4500,2000,844420349952000,1.72037,1.77333,165.18
4750,2250,931597910016000,1.71928,1.7724,178.13
5000,2500,1018775470080000,1.71934,1.77243,191.08
