step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14699986944000,2.60947,2.51102,16.58
500,52,44475309096960,2.4765,2.49027,25.91
750,100,73090990080000,2.32004,2.22451,33.39
1000,150,102286491648000,2.16622,2.09877,40.92
1250,150,116986478592000,2.08956,2.04619,47.11
1500,200,146181980160000,2.01271,1.9886,54.63
1750,200,160881967104000,1.95736,1.9449,60.8
2000,200,175581954048000,1.91022,1.91332,66.97
2250,250,204777455616000,1.86276,1.88055,74.49
2500,250,219477442560000,1.81929,1.85592,80.66
2750,250,234177429504000,1.79635,1.84093,86.84
3000,250,248877416448000,1.77695,1.82821,93.01
3250,250,263577403392000,1.76598,1.81765,99.19
3500,250,278277390336000,1.75406,1.81234,105.35
3750,250,292977377280000,1.74693,1.80778,111.54
4000,300,322172878848000,1.74349,1.79967,119.07
4250,300,336872865792000,1.7369,1.79815,125.25
4500,300,351572852736000,1.73675,1.79622,131.41
4750,300,366272839680000,1.73722,1.7966,137.57
5000,300,380972826624000,1.73769,1.79656,143.74
