step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59993,2.49131,7.46
500,100,58391003136000,2.44389,2.42483,14.81
750,150,87586504704000,2.33153,2.26261,22.21
1000,150,102286491648000,2.19608,2.1314,28.31
1250,200,131481993216000,2.04907,2.03605,35.76
1500,200,146181980160000,1.97166,1.97736,41.89
1750,200,160881967104000,1.90934,1.92581,48.04
2000,250,190077468672000,1.85564,1.88757,55.57
2250,250,204777455616000,1.80766,1.85612,61.75
2500,250,219477442560000,1.78088,1.83346,67.94
2750,250,234177429504000,1.75712,1.80968,74.13
3000,250,248877416448000,1.74277,1.79875,80.31
3250,250,263577403392000,1.73183,1.78941,86.5
3500,250,278277390336000,1.71931,1.77862,92.7
3750,300,307472891904000,1.71054,1.77469,100.24
4000,300,322172878848000,1.70383,1.76891,106.42
4250,300,336872865792000,1.69641,1.76635,112.6
4500,300,351572852736000,1.69906,1.76397,118.78
4750,300,366272839680000,1.69785,1.76442,124.96
5000,300,380972826624000,1.69875,1.76456,131.13
