step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14850981888000,2.62893,2.5097,16.55
500,0,29701963776000,2.49278,2.47464,32.9
750,0,44552945664000,2.44831,2.41191,50.53
1000,0,59403927552000,2.30658,2.20798,66.87
1250,0,74254909440000,2.14692,2.07404,83.22
1500,0,89105891328000,2.00528,1.97759,100.86
1750,0,103956873216000,1.921,1.9213,117.22
2000,0,118807855104000,1.86747,1.89181,133.55
2250,0,133658836992000,1.82987,1.86317,150.26
2500,0,148509818880000,1.80848,1.84819,167.54
2750,0,163360800768000,1.79324,1.83594,183.87
3000,0,178211782656000,1.77779,1.82784,200.2
3250,0,193062764544000,1.76733,1.81079,212.99
3500,0,207913746432000,1.75211,1.79744,229.31
3750,0,222764728320000,1.73884,1.78735,245.64
4000,0,237615710208000,1.73046,1.77073,261.96
4250,0,252466692096000,1.71684,1.75747,278.29
4500,0,267317673984000,1.70692,1.74323,294.61
4750,0,282168655872000,1.69934,1.73961,310.93
5000,0,297019637760000,1.69258,1.73134,327.25
5250,0,311870619648000,1.81231,1.70036,343.57
5500,0,326721601536000,1.76254,1.66843,359.88
5750,0,341572583424000,1.73602,1.64803,376.2
6000,0,356423565312000,1.7174,1.63435,392.52
6250,0,371274547200000,1.70226,1.62562,408.84
6500,0,386125529088000,1.68883,1.62049,425.16
6750,0,400976510976000,1.68033,1.61305,441.47
7000,0,415827492864000,1.67127,1.60535,457.79
7250,0,430678474752000,1.66809,1.60328,474.11
7500,0,445529456640000,1.66544,1.60097,490.44
7750,0,460380438528000,1.65509,1.59851,506.76
8000,0,475231420416000,1.65451,1.59458,523.08
8250,0,490082402304000,1.65199,1.59273,539.4
8500,0,504933384192000,1.65233,1.59112,555.72
8750,0,519784366080000,1.64894,1.59061,572.05
9000,0,534635347968000,1.65073,1.58963,588.37
9250,0,549486329856000,1.6476,1.58912,604.7
9500,0,564337311744000,1.64785,1.58885,621.02
9750,0,579188293632000,1.64878,1.58894,637.33
10000,0,594039275520000,1.64674,1.5889,653.65
