step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,250,87177560064000,2.51443,2.46054,12.7
500,500,174355120128000,2.21813,2.13515,25.4
750,750,261532680192000,1.94363,1.9291,38.2
1000,1000,348710240256000,1.75876,1.80311,51.08
1250,1250,435887800320000,1.64575,1.71818,64.03
1500,1500,523065360384000,1.56515,1.66334,77.02
1750,1750,610242920448000,1.50426,1.6156,90.0
2000,2000,697420480512000,1.46087,1.58627,103.0
2250,2250,784598040576000,1.41982,1.56625,115.98
2500,2500,871775600640000,1.39005,1.54675,128.94
2750,2750,958953160704000,1.37265,1.53044,141.92
3000,3000,1046130720768000,1.35133,1.52371,154.88
3250,3250,1133308280832000,1.3369,1.51239,167.85
3500,3500,1220485840896000,1.32154,1.50698,180.81
3750,3750,1307663400960000,1.31532,1.50462,193.77
4000,4000,1394840961024000,1.30821,1.50064,206.72
4250,4250,1482018521088000,1.3057,1.497,219.66
4500,4500,1569196081152000,1.29811,1.4968,232.62
4750,4750,1656373641216000,1.29941,1.49584,245.56
5000,5000,1743551201280000,1.30068,1.49576,258.5
