step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,13,18468820746240,2.60639,2.51007,6.67
500,25,36647731200000,2.49424,2.47549,13.14
750,38,55116551946240,2.46631,2.47041,19.63
1000,50,73295462400000,2.43506,2.40386,26.1
1250,63,91764283146240,2.37693,2.31947,32.59
1500,75,109943193600000,2.28697,2.21222,39.05
1750,88,128412014346240,2.20997,2.16666,45.55
2000,100,146590924800000,2.13571,2.09977,52.02
2250,113,165059745546240,2.08049,2.05088,58.52
2500,125,183238656000000,2.05147,2.02216,65.0
2750,138,201707476746240,2.02269,2.01515,71.51
3000,150,219886387200000,1.98248,1.98253,78.0
3250,163,238355207946240,1.9644,1.96925,84.52
3500,175,256534118400000,1.94002,1.94074,91.02
3750,188,275002939146240,1.92475,1.93073,97.53
4000,200,293181849600000,1.9155,1.91859,104.01
4250,213,311650670346240,1.90563,1.91266,110.51
4500,225,329829580800000,1.90223,1.90813,116.99
4750,238,348298401546240,1.90228,1.90838,123.5
5000,250,366477312000000,1.90202,1.90841,129.98
