step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14850981888000,2.62893,2.5097,16.55
500,52,44777298984960,2.47865,2.45867,34.53
750,100,73543974912000,2.37508,2.31402,52.35
1000,150,102890471424000,2.18859,2.12089,70.29
1250,150,117741453312000,2.07349,2.02997,86.65
1500,200,147087949824000,1.95578,1.9382,104.55
1750,200,161938931712000,1.88666,1.88409,120.89
2000,200,176789913600000,1.82763,1.85339,137.23
2250,250,206136410112000,1.77743,1.81378,159.87
2500,250,220987392000000,1.73232,1.78362,182.2
2750,250,235838373888000,1.70767,1.76662,204.52
3000,250,250689355776000,1.6863,1.75444,226.84
3250,250,265540337664000,1.67128,1.73378,242.98
3500,250,280391319552000,1.65534,1.72665,265.66
3750,250,295242301440000,1.64299,1.71723,288.2
4000,300,324588797952000,1.632,1.70289,312.19
4250,300,339439779840000,1.6163,1.69456,334.51
4500,300,354290761728000,1.60811,1.68288,356.84
4750,300,369141743616000,1.60372,1.677,379.17
5000,300,383992725504000,1.59787,1.67833,401.49
5250,300,398843707392000,1.73802,1.64815,423.81
5500,300,413694689280000,1.68825,1.61414,446.13
5750,300,428545671168000,1.66255,1.59261,468.46
6000,350,457892167680000,1.64538,1.57859,492.5
6250,350,472743149568000,1.62641,1.56721,514.83
6500,350,487594131456000,1.61332,1.56107,537.16
6750,350,502445113344000,1.60594,1.55245,559.53
7000,350,517296095232000,1.59836,1.54502,590.58
7250,350,532147077120000,1.59713,1.5431,622.54
7500,350,546998059008000,1.59346,1.54016,654.39
7750,350,561849040896000,1.58498,1.53735,686.18
8000,350,576700022784000,1.5851,1.53345,716.59
8250,400,606046519296000,1.58058,1.53093,750.23
8500,400,620897501184000,1.58076,1.52896,780.75
8750,400,635748483072000,1.57788,1.52905,811.27
9000,400,650599464960000,1.57973,1.52832,841.83
9250,400,665450446848000,1.57755,1.52758,873.51
9500,400,680301428736000,1.57763,1.52721,904.04
9750,400,695152410624000,1.57814,1.52732,934.58
10000,400,710003392512000,1.57637,1.5272,965.15
