step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59893,2.49189,7.63
500,100,58391003136000,2.45857,2.44537,15.13
750,150,87586504704000,2.37283,2.33071,22.64
1000,150,102286491648000,2.26466,2.19088,28.8
1250,200,131481993216000,2.10929,2.06495,36.31
1500,200,146181980160000,2.02693,2.00237,42.47
1750,200,160881967104000,1.96531,1.94989,48.63
2000,250,190077468672000,1.90563,1.90406,56.16
2250,250,204777455616000,1.83953,1.86757,62.33
2500,250,219477442560000,1.811,1.84547,68.49
2750,250,234177429504000,1.78854,1.82862,74.67
3000,300,263372931072000,1.75909,1.81006,82.19
3250,300,278072918016000,1.7472,1.79884,88.37
3500,300,292772904960000,1.73457,1.7926,94.54
3750,350,321968406528000,1.72363,1.78614,102.06
4000,350,336668393472000,1.71982,1.77913,108.23
4250,350,351368380416000,1.71367,1.77797,114.39
4500,358,368387649699840,1.71414,1.77607,120.77
4750,400,395263868928000,1.71406,1.77568,128.08
5000,400,409963855872000,1.71401,1.77562,134.24
