step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,250,87177560064000,2.51424,2.45555,13.03
500,500,174355120128000,2.23397,2.13683,25.95
750,750,261532680192000,1.93889,1.93486,38.88
1000,1000,348710240256000,1.75433,1.79805,51.81
1250,1250,435887800320000,1.63269,1.70843,64.74
1500,1500,523065360384000,1.54931,1.64856,77.67
1750,1750,610242920448000,1.49543,1.60351,90.63
2000,2000,697420480512000,1.44965,1.58092,103.59
2250,2250,784598040576000,1.40936,1.55342,116.57
2500,2500,871775600640000,1.382,1.53627,129.53
2750,2750,958953160704000,1.35957,1.52246,142.49
3000,3000,1046130720768000,1.34121,1.51398,155.45
3250,3250,1133308280832000,1.32629,1.50307,168.4
3500,3500,1220485840896000,1.31272,1.50271,181.34
3750,3750,1307663400960000,1.30269,1.49501,194.29
4000,4000,1394840961024000,1.29751,1.49077,207.25
4250,4250,1482018521088000,1.2909,1.48984,220.19
4500,4500,1569196081152000,1.28901,1.48848,233.12
4750,4750,1656373641216000,1.28805,1.48911,246.06
5000,5000,1743551201280000,1.28872,1.48862,259.01
