step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,250,87177560064000,2.51443,2.46054,13.01
500,500,174355120128000,2.21813,2.13515,25.94
750,750,261532680192000,1.94363,1.9291,38.92
1000,1000,348710240256000,1.75876,1.80311,51.89
1250,1000,363410227200000,1.70303,1.77572,58.07
1500,1000,378110214144000,1.67893,1.75895,64.24
1750,1000,392810201088000,1.65653,1.73984,70.42
2000,1000,407510188032000,1.64026,1.72908,76.59
2250,1000,422210174976000,1.62104,1.71358,82.76
2500,1000,436910161920000,1.60613,1.70432,88.93
2750,1000,451610148864000,1.60157,1.69363,95.11
3000,1000,466310135808000,1.59005,1.6888,101.28
3250,1000,481010122752000,1.58337,1.67998,107.44
3500,1000,495710109696000,1.57523,1.68063,113.61
3750,1000,510410096640000,1.57593,1.67512,119.78
4000,1000,525110083584000,1.57297,1.67287,125.94
4250,1000,539810070528000,1.57147,1.67044,132.09
4500,1000,554510057472000,1.56668,1.67014,138.26
4750,1000,569210044416000,1.56794,1.66946,144.42
5000,1000,583910031360000,1.57007,1.6695,150.58
