step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14797504512000,2.62573,2.5069,6.28
500,52,44670344232960,2.47902,2.45675,13.84
750,100,73383542784000,2.39718,2.36165,21.28
1000,150,102676561920000,2.22924,2.15465,28.8
1250,150,117474066432000,2.08459,2.0543,34.96
1500,200,146767085568000,1.96083,1.95884,42.47
1750,200,161564590080000,1.88446,1.90373,48.62
2000,200,176362094592000,1.82232,1.8623,54.81
2250,250,205655113728000,1.77137,1.82428,62.33
2500,250,220452618240000,1.72721,1.7899,68.51
2750,250,235250122752000,1.70289,1.77866,74.67
3000,250,250047627264000,1.68267,1.76738,80.84
3250,250,264845131776000,1.66874,1.7459,87.0
3500,250,279642636288000,1.6533,1.74415,93.17
3750,250,294440140800000,1.64094,1.72951,99.33
4000,300,323733159936000,1.63034,1.71709,106.86
4250,300,338530664448000,1.61509,1.70778,113.02
4500,300,353328168960000,1.60771,1.69502,119.19
4750,300,368125673472000,1.60396,1.69283,125.36
5000,300,382923177984000,1.59763,1.68734,131.52
5250,300,397720682496000,1.59081,1.68053,137.68
5500,350,427013701632000,2.13466,1.90569,145.2
5750,350,441811206144000,1.78608,1.69481,151.39
6000,409,473713417912320,1.65964,1.59847,159.16
6250,450,500397244416000,1.59872,1.54215,166.44
6500,500,529690263552000,1.55292,1.50424,173.97
6750,500,544487768064000,1.53128,1.48402,180.14
7000,550,573780787200000,1.50408,1.46617,187.67
7250,550,588578291712000,1.48785,1.45761,193.84
7500,550,603375796224000,1.47821,1.4444,200.0
7750,600,632668815360000,1.46555,1.43753,207.52
8000,600,647466319872000,1.45495,1.42794,213.69
8250,600,662263824384000,1.45404,1.4245,219.86
8500,600,677061328896000,1.44783,1.4231,226.02
8750,600,691858833408000,1.44781,1.41901,232.19
9000,600,706656337920000,1.4436,1.41975,238.35
9250,600,721453842432000,1.4493,1.41777,244.51
9500,650,750746861568000,1.43811,1.4174,252.03
9750,650,765544366080000,1.43853,1.41712,258.19
10000,650,780341870592000,1.44524,1.41703,264.37
