step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14699986944000,2.61062,2.51289,6.28
500,52,44475309096960,2.45754,2.43066,13.86
750,100,73090990080000,2.28077,2.19836,21.3
1000,150,102286491648000,2.1091,2.06394,28.83
1250,150,116986478592000,2.01994,2.00953,35.01
1500,200,146181980160000,1.9398,1.94853,42.52
1750,200,160881967104000,1.88379,1.90372,48.7
2000,200,175581954048000,1.83767,1.87921,54.86
2250,250,204777455616000,1.80719,1.85375,62.37
2500,250,219477442560000,1.77217,1.83179,68.53
2750,250,234177429504000,1.74967,1.80507,74.69
3000,250,248877416448000,1.73618,1.79711,80.85
3250,250,263577403392000,1.72569,1.78599,87.02
3500,250,278277390336000,1.71501,1.77662,93.18
3750,250,292977377280000,1.70848,1.77468,99.35
4000,300,322172878848000,1.70268,1.76819,106.87
4250,300,336872865792000,1.69425,1.76534,113.03
4500,300,351572852736000,1.69682,1.76312,119.2
4750,300,366272839680000,1.6956,1.76332,125.36
5000,300,380972826624000,1.69699,1.76352,131.53
