step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59335,2.50287,32.61
500,100,58391003136000,2.46437,2.4413,64.91
750,150,87586504704000,2.36111,2.30133,97.26
1000,200,116782006272000,2.18424,2.10905,129.59
1250,250,145977507840000,2.05694,2.01705,161.95
1500,300,175173009408000,1.96189,1.94475,194.27
1750,350,204368510976000,1.88544,1.89161,226.59
2000,400,233564012544000,1.82973,1.86386,258.92
2250,450,262759514112000,1.79119,1.83731,291.25
2500,500,291955015680000,1.76212,1.81474,323.72
2750,550,321150517248000,1.73419,1.79055,357.02
3000,600,350346018816000,1.71522,1.77717,389.4
3250,650,379541520384000,1.70021,1.76643,421.7
3500,700,408737021952000,1.68678,1.75511,455.33
3750,750,437932523520000,1.67737,1.7531,487.66
4000,800,467128025088000,1.67049,1.7476,520.03
4250,850,496323526656000,1.66085,1.74414,553.25
4500,900,525519028224000,1.66349,1.74182,585.97
4750,950,554714529792000,1.66173,1.74206,618.31
5000,1000,583910031360000,1.66255,1.74212,650.64
