step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59979,2.49265,7.67
500,100,58391003136000,2.45005,2.42713,15.17
750,150,87586504704000,2.34845,2.28516,22.67
1000,150,102286491648000,2.20322,2.14246,28.84
1250,200,131481993216000,2.05257,2.02858,36.35
1500,200,146181980160000,1.96861,1.9731,42.5
1750,200,160881967104000,1.90424,1.9227,48.68
2000,250,190077468672000,1.85275,1.87539,56.21
2250,250,204777455616000,1.79695,1.84546,62.4
2500,250,219477442560000,1.7679,1.82592,68.57
2750,250,234177429504000,1.75236,1.81049,74.73
3000,300,263372931072000,1.72642,1.79598,82.27
3250,300,278072918016000,1.71488,1.78396,88.45
3500,300,292772904960000,1.70431,1.78236,94.64
3750,350,321968406528000,1.70098,1.7741,102.16
4000,350,336668393472000,1.6952,1.76953,108.32
4250,350,351368380416000,1.69276,1.7671,114.5
4500,358,368387649699840,1.6874,1.76752,120.89
4750,400,395263868928000,1.68754,1.76589,128.19
5000,400,409963855872000,1.69064,1.76599,134.37
