step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14850981888000,2.62893,2.5097,16.54
500,0,29701963776000,2.49278,2.47464,32.87
750,0,44552945664000,2.44831,2.41191,49.2
1000,0,59403927552000,2.30658,2.20798,65.53
1250,0,74254909440000,2.14692,2.07404,81.85
1500,0,89105891328000,2.00528,1.97759,98.17
1750,0,103956873216000,1.921,1.9213,114.49
2000,0,118807855104000,1.86747,1.89181,130.81
2250,0,133658836992000,1.82987,1.86317,147.12
2500,0,148509818880000,1.80848,1.84819,163.44
2750,0,163360800768000,1.79324,1.83594,179.75
3000,0,178211782656000,1.77779,1.82784,196.07
3250,0,193062764544000,1.76733,1.81079,212.39
3500,0,207913746432000,1.75211,1.79744,228.71
3750,0,222764728320000,1.73884,1.78735,245.03
4000,0,237615710208000,1.73046,1.77073,261.35
4250,0,252466692096000,1.71684,1.75747,277.68
4500,0,267317673984000,1.70692,1.74323,294.0
4750,0,282168655872000,1.69934,1.73961,310.32
5000,0,297019637760000,1.69258,1.73134,326.64
5250,0,311870619648000,1.81231,1.70036,342.96
5500,0,326721601536000,1.76254,1.66843,359.28
5750,0,341572583424000,1.73602,1.64803,375.61
6000,0,356423565312000,1.7174,1.63435,391.94
6250,0,371274547200000,1.70226,1.62562,408.26
6500,0,386125529088000,1.68883,1.62049,424.56
6750,0,400976510976000,1.68033,1.61305,440.88
7000,0,415827492864000,1.67127,1.60535,453.54
7250,0,430678474752000,1.66809,1.60328,469.86
7500,0,445529456640000,1.66544,1.60097,488.77
7750,0,460380438528000,1.65509,1.59851,506.01
8000,0,475231420416000,1.65451,1.59458,522.79
8250,0,490082402304000,1.65199,1.59273,539.97
8500,0,504933384192000,1.65233,1.59112,556.78
8750,0,519784366080000,1.64894,1.59061,573.12
9000,0,534635347968000,1.65073,1.58963,589.45
9250,250,621963902976000,1.64459,1.58676,614.98
9500,500,709292457984000,1.64295,1.58557,639.14
9750,750,796621012992000,1.64316,1.58539,663.32
10000,1000,883949568000000,1.641,1.5853,687.51
