step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59588,2.50968,7.67
500,50,43895488512000,2.48051,2.45444,13.8
750,50,58595475456000,2.44336,2.42366,19.95
1000,100,87790977024000,2.34065,2.25966,27.43
1250,100,102490963968000,2.19533,2.11796,33.59
1500,100,117190950912000,2.09462,2.07352,39.73
1750,150,146386452480000,2.01465,2.00966,47.23
2000,150,161086439424000,1.94232,1.95385,53.38
2250,150,175786426368000,1.88039,1.90878,59.53
2500,151,190776323604480,1.83851,1.88161,65.71
2750,200,219681914880000,1.80398,1.85722,73.19
3000,200,234381901824000,1.77979,1.84695,79.35
3250,200,249081888768000,1.76603,1.83436,85.52
3500,250,278277390336000,1.74857,1.82823,93.03
3750,250,292977377280000,1.74503,1.81943,99.2
4000,250,307677364224000,1.73908,1.81476,105.35
4250,300,336872865792000,1.7363,1.8118,112.89
4500,300,351572852736000,1.72972,1.81219,119.05
4750,300,366272839680000,1.73078,1.81134,125.22
5000,302,381552647208960,1.733,1.81119,131.43
