step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14699986944000,2.61062,2.51289,6.26
500,52,44475309096960,2.47084,2.45026,13.83
750,100,73090990080000,2.31697,2.23258,21.28
1000,150,102286491648000,2.12846,2.08018,28.78
1250,150,116986478592000,2.03454,2.02189,34.94
1500,200,146181980160000,1.95116,1.95906,42.46
1750,200,160881967104000,1.8927,1.91218,48.62
2000,200,175581954048000,1.84485,1.887,54.79
2250,250,204777455616000,1.81153,1.85789,62.33
2500,250,219477442560000,1.77625,1.83717,68.51
2750,250,234177429504000,1.753,1.81067,74.68
3000,250,248877416448000,1.73895,1.8017,80.84
3250,250,263577403392000,1.72852,1.79094,87.03
3500,250,278277390336000,1.71736,1.78068,93.2
3750,250,292977377280000,1.71078,1.77864,99.36
4000,300,322172878848000,1.70453,1.77214,106.89
4250,300,336872865792000,1.69609,1.7691,113.05
4500,300,351572852736000,1.69893,1.76675,119.22
4750,300,366272839680000,1.69769,1.76684,125.39
5000,300,380972826624000,1.69916,1.76707,131.56
