step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59979,2.49265,7.67
500,154,74046158929920,2.42328,2.40086,16.64
750,300,131073048576000,2.2223,2.14135,26.76
1000,409,177373257400320,2.03824,2.02344,35.89
1250,550,232950595584000,1.90609,1.91046,45.88
1500,664,280700355870720,1.79854,1.84687,55.14
1750,800,334828142592000,1.72043,1.77952,64.99
2000,919,384027454341120,1.66371,1.74302,74.38
2250,1050,436705689600000,1.61296,1.70829,84.11
2500,1174,487354552811520,1.57684,1.68432,93.65
2750,1300,538583236608000,1.5551,1.65894,103.25
3000,1429,590681651281920,1.53108,1.64855,112.93
3250,1550,640460783616000,1.51422,1.62733,122.38
3500,1684,694008749752320,1.49821,1.62232,132.19
3750,1800,742338330624000,1.4916,1.61395,141.5
4000,1939,797335848222720,1.48436,1.61112,151.43
4250,2050,844215877632000,1.48038,1.60507,160.61
4500,2194,900662946693120,1.47312,1.60429,170.67
4750,2300,946093424640000,1.47454,1.60326,179.73
5000,2449,1003990045163520,1.47615,1.60292,189.92
