step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,250,87328555008000,2.52678,2.45406,24.4
500,500,174657110016000,2.23944,2.15982,48.58
750,750,261985665024000,1.96053,1.9515,72.77
1000,1000,349314220032000,1.76738,1.80405,96.94
1250,1250,436642775040000,1.63701,1.70831,121.14
1500,1500,523971330048000,1.5457,1.64335,145.33
1750,1750,611299885056000,1.48667,1.60256,169.43
2000,2000,698628440064000,1.4355,1.57091,193.62
2250,2250,785956995072000,1.39105,1.54777,217.81
2500,2500,873285550080000,1.35906,1.51815,242.01
2750,2750,960614105088000,1.33283,1.50676,266.2
3000,3000,1047942660096000,1.30804,1.5026,290.4
3250,3250,1135271215104000,1.28734,1.48891,314.59
3500,3500,1222599770112000,1.26514,1.48138,338.8
3750,3750,1309928325120000,1.24665,1.47552,362.4
4000,4000,1397256880128000,1.23167,1.47464,386.61
4250,4250,1484585435136000,1.2129,1.4752,410.82
4500,4500,1571913990144000,1.19802,1.47215,436.34
4750,4750,1659242545152000,1.18566,1.47129,460.54
5000,5000,1746571100160000,1.17224,1.47765,484.74
5250,5250,1833899655168000,1.36385,1.36314,510.26
5500,5500,1921228210176000,1.29576,1.32884,534.39
5750,5750,2008556765184000,1.26195,1.30653,558.57
6000,6000,2095885320192000,1.23745,1.29487,583.78
6250,6250,2183213875200000,1.22038,1.28771,608.32
6500,6500,2270542430208000,1.20336,1.27998,632.52
6750,6750,2357870985216000,1.19423,1.27051,657.16
7000,7000,2445199540224000,1.18427,1.26372,682.23
7250,7250,2532528095232000,1.17872,1.26089,706.43
7500,7500,2619856650240000,1.17323,1.25698,730.64
7750,7750,2707185205248000,1.16381,1.25262,756.15
8000,8000,2794513760256000,1.16348,1.24803,780.35
8250,8250,2881842315264000,1.15816,1.24552,804.54
8500,8500,2969170870272000,1.15772,1.24401,830.1
8750,8750,3056499425280000,1.15412,1.24293,854.23
9000,9000,3143827980288000,1.15413,1.24254,878.38
9250,9250,3231156535296000,1.15155,1.24179,903.89
9500,9500,3318485090304000,1.15279,1.24161,928.09
9750,9750,3405813645312000,1.15175,1.24124,952.29
10000,10000,3493142200320000,1.14929,1.24116,977.79
