step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29293019136000,2.61977,2.52017,7.62
500,50,44090523648000,2.4937,2.47202,13.76
750,50,58888028160000,2.46167,2.44542,19.9
1000,100,88181047296000,2.40171,2.35847,27.4
1250,100,102978551808000,2.33492,2.27013,33.54
1500,100,117776056320000,2.22756,2.15491,39.69
1750,150,147069075456000,2.08892,2.02877,47.19
2000,150,161866579968000,1.96972,1.95059,53.35
2250,150,176664084480000,1.88518,1.89894,59.5
2500,151,191751499284480,1.82981,1.86323,65.69
2750,200,220754608128000,1.77823,1.83177,73.18
3000,200,235552112640000,1.74576,1.81598,79.34
3250,200,250349617152000,1.72506,1.79137,85.5
3500,250,279642636288000,1.696,1.77683,93.03
3750,250,294440140800000,1.68422,1.76201,99.21
4000,250,309237645312000,1.67199,1.75046,105.37
4250,300,338530664448000,1.66073,1.73963,112.89
4500,300,353328168960000,1.64209,1.73138,119.06
4750,300,368125673472000,1.63604,1.72581,125.22
5000,302,383502998568960,1.63094,1.72254,131.44
5250,350,412216197120000,1.62028,1.71084,138.91
5500,350,427013701632000,2.2022,2.01872,145.08
5750,350,441811206144000,1.8468,1.7351,151.25
6000,400,471104225280000,1.71654,1.6346,158.78
6250,400,485901729792000,1.65796,1.58387,164.95
6500,400,500699234304000,1.62368,1.55437,171.13
6750,450,529992253440000,1.59441,1.52917,178.65
7000,450,544789757952000,1.569,1.50893,184.81
7250,450,559587262464000,1.55281,1.49764,190.97
7500,453,575254497853440,1.54302,1.49016,197.22
7750,500,603677786112000,1.53269,1.47576,204.65
8000,500,618475290624000,1.52533,1.47059,210.81
8250,500,633272795136000,1.5096,1.46669,217.0
8500,550,662565814272000,1.51013,1.46,224.51
8750,550,677363318784000,1.50394,1.45827,230.66
9000,550,692160823296000,1.50237,1.45663,236.82
9250,600,721453842432000,1.49502,1.45476,244.33
9500,600,736251346944000,1.4973,1.45464,250.48
9750,600,751048851456000,1.49142,1.45432,256.64
10000,604,767005997137920,1.4914,1.45429,262.91
