step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.7456,2.67785,7.62
500,100,58391003136000,2.70633,2.61643,15.12
750,150,87586504704000,2.58233,2.52663,22.62
1000,200,116782006272000,2.52151,2.49339,30.12
1250,250,145977507840000,2.48731,2.47553,37.62
1500,300,175173009408000,2.46889,2.4629,45.15
1750,350,204368510976000,2.45927,2.44924,52.67
2000,400,233564012544000,2.56835,2.52356,60.19
2250,450,262759514112000,2.48021,2.46501,67.7
2500,500,291955015680000,2.47621,2.46738,75.23
2750,550,321150517248000,2.55735,2.50755,82.75
3000,600,350346018816000,2.47607,2.46476,90.26
3250,650,379541520384000,2.45724,2.44852,97.79
3500,700,408737021952000,2.44488,2.43865,105.3
3750,750,437932523520000,2.43641,2.43159,112.81
4000,800,467128025088000,2.42992,2.42679,120.34
4250,850,496323526656000,2.42258,2.42137,127.86
4500,900,525519028224000,2.42213,2.41898,135.39
4750,950,554714529792000,2.42143,2.41831,142.9
5000,1000,583910031360000,2.4224,2.41807,150.4
