step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,250,87328555008000,2.52909,2.45752,13.03
500,500,174657110016000,2.23053,2.13946,25.92
750,600,218499121152000,2.02086,2.02259,34.77
1000,600,233350103040000,1.97622,1.99054,40.92
1250,600,248201084928000,1.9334,1.96282,47.08
1500,600,263052066816000,1.90057,1.92996,53.23
1750,600,277903048704000,1.86794,1.89391,59.39
2000,600,292754030592000,1.83813,1.87483,65.55
2250,600,307605012480000,1.81581,1.84997,71.71
2500,600,322455994368000,1.79719,1.83545,77.88
2750,600,337306976256000,1.77615,1.80791,84.05
3000,600,352157958144000,1.76187,1.80398,90.23
3250,600,367008940032000,1.74791,1.78526,96.41
3500,600,381859921920000,1.73044,1.77123,102.58
3750,600,396710903808000,1.71793,1.7653,108.75
4000,600,411561885696000,1.70554,1.75099,114.91
4250,600,426412867584000,1.68881,1.7464,121.08
4500,600,441263849472000,1.68181,1.73653,127.25
4750,600,456114831360000,1.67135,1.73257,133.43
5000,600,470965813248000,1.66308,1.72223,139.59
5250,600,485816795136000,1.82678,1.73361,145.75
5500,600,500667777024000,1.77485,1.69776,151.92
5750,600,515518758912000,1.74815,1.68037,158.08
6000,600,530369740800000,1.72298,1.66268,164.25
6250,600,545220722688000,1.70641,1.65023,170.43
6500,600,560071704576000,1.7003,1.63877,176.6
6750,600,574922686464000,1.68452,1.63252,182.76
7000,600,589773668352000,1.67674,1.62408,188.93
7250,600,604624650240000,1.67004,1.61995,195.09
7500,600,619475632128000,1.66578,1.61626,201.26
7750,600,634326614016000,1.65896,1.61142,207.43
8000,600,649177595904000,1.65562,1.60857,213.6
8250,600,664028577792000,1.65425,1.60675,219.76
8500,600,678879559680000,1.6498,1.60372,225.92
8750,600,693730541568000,1.64946,1.60411,232.08
9000,600,708581523456000,1.64785,1.60216,238.25
9250,600,723432505344000,1.6449,1.60172,244.42
9500,600,738283487232000,1.64708,1.60145,250.58
9750,600,753134469120000,1.64805,1.60129,256.74
10000,600,767985451008000,1.64724,1.60128,262.92
