step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14699986944000,2.61062,2.51289,6.29
500,52,44475309096960,2.47204,2.48491,13.84
750,100,73090990080000,2.32034,2.23498,21.28
1000,150,102286491648000,2.13715,2.0902,28.78
1250,150,116986478592000,2.04249,2.03008,34.94
1500,200,146181980160000,1.96408,1.96806,42.45
1750,200,160881967104000,1.90534,1.92164,48.61
2000,200,175581954048000,1.85754,1.89666,54.77
2250,250,204777455616000,1.82436,1.86714,62.29
2500,250,219477442560000,1.78754,1.84557,68.46
2750,250,234177429504000,1.76381,1.8195,74.63
3000,250,248877416448000,1.74919,1.80977,80.8
3250,250,263577403392000,1.73858,1.79854,86.98
3500,250,278277390336000,1.72707,1.78793,93.15
3750,250,292977377280000,1.72025,1.78672,99.32
4000,300,322172878848000,1.71354,1.77929,106.85
4250,300,336872865792000,1.70499,1.77629,113.05
4500,300,351572852736000,1.70778,1.77391,119.22
4750,300,366272839680000,1.70634,1.77397,125.39
5000,300,380972826624000,1.70779,1.77417,131.55
