step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,0,14699986944000,2.61062,2.51289,6.29
500,0,29399973888000,2.48572,2.46473,12.43
750,0,44099960832000,2.4093,2.33939,18.57
1000,0,58799947776000,2.23737,2.15237,24.71
1250,0,73499934720000,2.13075,2.08174,30.86
1500,0,88199921664000,2.06381,2.02689,37.0
1750,0,102899908608000,1.99842,1.96931,43.15
2000,0,117599895552000,1.93829,1.93873,49.32
2250,0,132299882496000,1.89569,1.91055,55.49
2500,0,146999869440000,1.86468,1.89008,61.65
2750,250,234177429504000,1.80298,1.84262,74.61
3000,500,321354989568000,1.76379,1.82305,87.57
3250,750,408532549632000,1.73913,1.80447,100.52
3500,1000,495710109696000,1.71589,1.78724,113.47
3750,1250,582887669760000,1.69942,1.77747,126.42
4000,1500,670065229824000,1.68629,1.76597,139.39
4250,1750,757242789888000,1.6742,1.76293,152.34
4500,2000,844420349952000,1.67455,1.75909,165.3
4750,2250,931597910016000,1.67154,1.75936,178.25
5000,2500,1018775470080000,1.67292,1.75882,191.19
