step,full_steps,bp_flops,train_loss_ema,val_loss,wall_s
250,50,29195501568000,2.59979,2.49265,7.44
500,100,58391003136000,2.45005,2.42713,14.78
750,150,87586504704000,2.34845,2.28516,22.15
1000,150,102286491648000,2.20322,2.14246,28.26
1250,200,131481993216000,2.05257,2.02858,35.71
1500,200,146181980160000,1.96861,1.9731,41.84
1750,200,160881967104000,1.90424,1.9227,47.97
2000,250,190077468672000,1.85275,1.87539,55.48
2250,250,204777455616000,1.79695,1.84546,61.66
2500,250,219477442560000,1.7679,1.82592,67.86
2750,250,234177429504000,1.75236,1.81049,74.06
3000,250,248877416448000,1.73316,1.80085,80.26
3250,250,263577403392000,1.72253,1.78884,86.46
3500,250,278277390336000,1.71215,1.78737,92.67
3750,300,307472891904000,1.70749,1.77807,100.23
4000,300,322172878848000,1.70226,1.77404,106.43
4250,300,336872865792000,1.69983,1.77165,112.63
4500,300,351572852736000,1.69454,1.77163,118.82
4750,300,366272839680000,1.6951,1.77074,125.03
5000,300,380972826624000,1.69816,1.77083,131.23
