epoch,step,test_acc,test_loss,wall_s
0,468,0.9079,0.346,0.93
1,936,0.9186,0.2852,1.75
2,1404,0.9306,0.2507,2.53
3,1872,0.9373,0.2265,3.33
4,2340,0.9418,0.2035,4.13
5,2808,0.9457,0.189,4.91
6,3276,0.949,0.1736,5.73
7,3744,0.9533,0.1644,6.52
8,4212,0.9561,0.1538,7.34
9,4680,0.9576,0.1493,8.12
10,5148,0.9609,0.1404,8.92
11,5616,0.9625,0.1337,9.74
12,6084,0.9634,0.1293,10.58
13,6552,0.9636,0.1265,11.38
14,7020,0.9644,0.1225,12.19
15,7488,0.9645,0.1217,13.0
16,7956,0.9669,0.1167,13.81
17,8424,0.9678,0.1153,14.6
18,8892,0.9676,0.1136,15.43
19,9360,0.9683,0.112,16.24
20,9828,0.9689,0.1111,17.05
21,10296,0.9681,0.1097,17.83
22,10764,0.9686,0.1101,18.6
23,11232,0.9698,0.1079,19.4
24,11700,0.9689,0.1083,20.19
25,12168,0.9695,0.1077,21.0
26,12636,0.9691,0.1077,21.8
27,13104,0.9688,0.1073,22.63
28,13572,0.969,0.1071,23.44
29,14040,0.9694,0.1072,24.24
