epoch,step,test_acc,test_loss,wall_s
0,468,0.2752,2.042,1.02
1,936,0.376,2.1828,1.85
2,1404,0.3789,1.8434,2.64
3,1872,0.2688,2.64,3.46
4,2340,0.3571,2.935,4.28
5,2808,0.4357,1.6882,5.11
6,3276,0.3568,1.8675,5.94
7,3744,0.3653,2.9571,6.76
8,4212,0.3625,2.2101,7.57
9,4680,0.2995,1.7806,8.38
10,5148,0.2977,2.7766,9.21
11,5616,0.2608,4.3879,10.03
12,6084,0.1975,4.6964,10.82
13,6552,0.3496,2.4472,11.66
14,7020,0.4001,1.8473,12.5
15,7488,0.2894,2.2841,13.34
16,7956,0.388,3.0241,14.16
17,8424,0.365,1.8255,14.97
18,8892,0.4279,1.6898,15.77
19,9360,0.4748,1.8806,16.59
20,9828,0.4755,1.48,17.42
21,10296,0.4493,1.4956,18.23
22,10764,0.4723,1.4627,19.04
23,11232,0.3901,1.5412,19.85
24,11700,0.4514,1.4937,20.68
25,12168,0.4734,1.3978,21.49
26,12636,0.482,1.452,22.32
27,13104,0.4627,1.4385,23.12
28,13572,0.4027,1.5002,23.96
29,14040,0.4731,1.4156,24.77
