epoch,step,test_acc,test_loss,wall_s
0,468,0.953,0.1618,0.97
1,936,0.9633,0.1214,1.76
2,1404,0.9688,0.1061,2.58
3,1872,0.972,0.0924,3.41
4,2340,0.9752,0.086,4.22
5,2808,0.975,0.0803,5.06
6,3276,0.9764,0.0764,5.9
7,3744,0.9763,0.0786,6.69
8,4212,0.9774,0.0727,7.47
9,4680,0.9783,0.0689,8.28
10,5148,0.978,0.0679,9.07
11,5616,0.977,0.0697,9.88
12,6084,0.9795,0.0659,10.67
13,6552,0.9793,0.0655,11.48
14,7020,0.9803,0.064,12.31
15,7488,0.9793,0.0639,13.11
16,7956,0.9792,0.0646,13.93
17,8424,0.9803,0.0626,14.73
18,8892,0.98,0.0611,15.53
19,9360,0.9806,0.062,16.34
20,9828,0.9801,0.0616,17.18
21,10296,0.9805,0.0608,17.98
22,10764,0.9801,0.0606,18.78
23,11232,0.981,0.0607,19.57
24,11700,0.9816,0.06,20.38
25,12168,0.9815,0.0599,21.2
26,12636,0.9809,0.0598,22.0
27,13104,0.9808,0.0598,22.8
28,13572,0.9813,0.0594,23.59
29,14040,0.9813,0.0596,24.37
