epoch,step,test_acc,test_loss,wall_s
0,468,0.9354,0.229,1.0
1,936,0.9511,0.169,1.8
2,1404,0.9602,0.1364,2.59
3,1872,0.9632,0.1217,3.37
4,2340,0.9687,0.1069,4.18
5,2808,0.9707,0.1001,4.96
6,3276,0.9717,0.0916,5.78
7,3744,0.9744,0.0852,6.57
8,4212,0.9762,0.0822,7.36
9,4680,0.9764,0.0801,8.18
10,5148,0.9762,0.0775,8.98
11,5616,0.9779,0.0743,9.77
12,6084,0.9784,0.0704,10.56
13,6552,0.9773,0.0711,11.35
14,7020,0.978,0.0716,12.16
15,7488,0.9792,0.0686,12.94
16,7956,0.979,0.0679,13.73
17,8424,0.9786,0.0674,14.58
18,8892,0.9798,0.066,15.37
19,9360,0.979,0.066,16.15
20,9828,0.9802,0.0635,16.97
21,10296,0.9796,0.0638,17.77
22,10764,0.9806,0.0638,18.56
23,11232,0.9803,0.0635,19.39
24,11700,0.9803,0.0622,20.19
25,12168,0.9803,0.0632,20.98
26,12636,0.9808,0.0629,21.77
27,13104,0.9804,0.0632,22.56
28,13572,0.9802,0.0623,23.38
29,14040,0.9806,0.0625,24.17
