epoch,step,test_acc,test_loss,wall_s
0,468,0.0974,121.2456,2.6
1,936,0.3789,29.3375,4.87
2,1404,0.1884,107.068,7.15
3,1872,0.0981,131.0098,8.87
4,2340,0.1788,73.5542,11.15
5,2808,0.2978,58.9581,13.46
6,3276,0.1582,55.7129,15.68
7,3744,0.2418,58.231,17.96
8,4212,0.1691,76.7847,20.24
9,4680,0.2597,61.6755,22.52
10,5148,0.1691,53.0257,24.9
11,5616,0.2642,63.0506,27.2
12,6084,0.265,69.3907,29.16
13,6552,0.2626,125.1899,31.44
14,7020,0.2862,67.7755,33.67
15,7488,0.2934,90.5646,35.99
16,7956,0.2243,113.4701,38.3
17,8424,0.2941,106.1615,40.6
18,8892,0.2696,77.0849,42.86
19,9360,0.4609,45.9447,45.15
20,9828,0.4461,56.6714,47.31
21,10296,0.7184,7.8561,49.6
22,10764,0.7668,5.4045,51.89
23,11232,0.6952,6.5127,54.22
24,11700,0.6723,7.064,56.43
25,12168,0.7431,4.8306,58.7
26,12636,0.799,3.0083,61.0
27,13104,0.7526,4.3074,63.22
28,13572,0.8097,2.6179,65.5
29,14040,0.8251,2.3346,67.34
