epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,78,68559568896,1.81402,0.3709,1.7358,0.8
1,780,156,137119137792,1.73934,0.4052,1.6889,1.48
2,1170,234,205678706688,1.6742,0.4141,1.6388,2.17
3,1560,312,274238275584,1.68819,0.3983,1.6536,2.85
4,1950,390,342797844480,1.62484,0.4094,1.6337,3.53
5,2340,468,411357413376,1.53545,0.4583,1.5203,4.21
6,2730,546,479916982272,1.50486,0.4734,1.4905,4.86
7,3120,624,548476551168,1.455,0.4646,1.514,5.58
8,3510,702,617036120064,1.45074,0.4707,1.5043,6.22
9,3900,780,685595688960,1.39862,0.49,1.4311,6.9
10,4290,858,754155257856,1.39442,0.4915,1.4353,7.63
11,4680,936,822714826752,1.34961,0.5011,1.4159,8.3
12,5070,1014,891274395648,1.3332,0.4913,1.4322,9.0
13,5460,1092,959833964544,1.32286,0.4934,1.4353,9.65
14,5850,1170,1028393533440,1.30304,0.5084,1.414,10.37
15,6240,1248,1096953102336,1.25801,0.5075,1.3992,11.05
16,6630,1326,1165512671232,1.24094,0.5071,1.4064,11.75
17,7020,1404,1234072240128,1.23696,0.5169,1.3843,12.39
18,7410,1482,1302631809024,1.21995,0.5132,1.3868,13.06
19,7800,1560,1371191377920,1.19097,0.5263,1.3687,13.76
20,8190,1638,1439750946816,1.17667,0.516,1.3837,14.43
21,8580,1716,1508310515712,1.16955,0.5207,1.3678,15.11
22,8970,1794,1576870084608,1.13148,0.5173,1.3791,15.77
23,9360,1872,1645429653504,1.11482,0.533,1.3549,16.45
24,9750,1950,1713989222400,1.08665,0.5234,1.3893,17.11
25,10140,2028,1782548791296,1.09869,0.529,1.3633,17.8
26,10530,2106,1851108360192,1.05746,0.5325,1.3749,18.49
27,10920,2184,1919667929088,1.02726,0.5283,1.4036,19.2
28,11310,2262,1988227497984,1.02014,0.536,1.3971,19.88
29,11700,2340,2056787066880,1.00237,0.5324,1.4031,20.55
