epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,0,26683637760,1.91742,0.3277,1.8693,0.78
1,780,0,53367275520,1.79293,0.3646,1.7838,1.43
2,1170,0,80050913280,1.74693,0.3851,1.7174,2.08
3,1560,0,106734551040,1.71649,0.3949,1.6965,2.72
4,1950,0,133418188800,1.68392,0.4051,1.6681,3.37
5,2340,0,160101826560,1.67111,0.4043,1.6634,4.07
6,2730,0,186785464320,1.65036,0.4163,1.637,4.73
7,3120,0,213469102080,1.62429,0.409,1.6448,5.36
8,3510,0,240152739840,1.59652,0.4243,1.618,6.02
9,3900,0,266836377600,1.58641,0.4208,1.6186,6.73
10,4290,0,293520015360,1.58557,0.4294,1.5998,7.42
11,4680,0,320203653120,1.55044,0.4287,1.5886,8.08
12,5070,0,346887290880,1.53448,0.4337,1.5896,8.73
13,5460,0,373570928640,1.52405,0.4328,1.5886,9.37
14,5850,0,400254566400,1.50072,0.4329,1.5754,10.01
15,6240,0,426938204160,1.49049,0.4329,1.5883,10.66
16,6630,0,453621841920,1.4779,0.4476,1.5481,11.31
17,7020,0,480305479680,1.46611,0.4541,1.5529,12.0
18,7410,0,506989117440,1.46217,0.448,1.5572,12.64
19,7800,0,533672755200,1.43562,0.4511,1.5375,13.3
20,8190,0,560356392960,1.42261,0.447,1.5483,13.96
21,8580,0,587040030720,1.42698,0.4474,1.5446,14.62
22,8970,0,613723668480,1.39678,0.4504,1.5533,15.25
23,9360,0,640407306240,1.38446,0.4462,1.5519,15.98
24,9750,0,667090944000,1.36706,0.4553,1.5387,16.65
25,10140,0,693774581760,1.36512,0.4519,1.5367,17.33
26,10530,0,720458219520,1.3453,0.4488,1.5474,17.99
27,10920,390,956521512960,1.58369,0.4289,1.5939,18.7
28,11310,780,1192584806400,1.46806,0.4822,1.4665,19.41
29,11700,1170,1428648099840,1.34805,0.5061,1.4022,20.1
