epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,0,26683637760,1.91756,0.331,1.8731,0.8
1,780,0,53367275520,1.79829,0.3753,1.7645,1.45
2,1170,0,80050913280,1.73598,0.3885,1.7272,2.15
3,1560,0,106734551040,1.70563,0.3997,1.6921,2.82
4,1950,0,133418188800,1.68414,0.3996,1.6909,3.47
5,2340,0,160101826560,1.64919,0.405,1.6614,4.14
6,2730,0,186785464320,1.64569,0.4183,1.6371,4.83
7,3120,0,213469102080,1.61707,0.4245,1.6266,5.52
8,3510,0,240152739840,1.58633,0.4113,1.6453,6.16
9,3900,0,266836377600,1.57489,0.4285,1.6178,6.78
10,4290,0,293520015360,1.56367,0.4324,1.6007,7.4
11,4680,0,320203653120,1.54012,0.4313,1.6031,8.07
12,5070,0,346887290880,1.5283,0.4389,1.5811,8.76
13,5460,0,373570928640,1.51007,0.4373,1.5814,9.43
14,5850,0,400254566400,1.51176,0.4367,1.5792,10.1
15,6240,390,636317859840,1.55176,0.4639,1.5406,10.82
16,6630,780,872381153280,1.4265,0.4757,1.4722,11.52
17,7020,1170,1108444446720,1.33291,0.5079,1.3906,12.22
18,7410,1560,1344507740160,1.24132,0.52,1.3852,12.88
19,7800,1950,1580571033600,1.15018,0.5257,1.3821,13.6
20,8190,2340,1816634327040,1.06782,0.5199,1.4144,14.34
21,8580,2730,2052697620480,0.98435,0.5336,1.403,15.02
22,8970,3120,2288760913920,0.89972,0.5414,1.4314,15.74
23,9360,3510,2524824207360,0.81031,0.5354,1.5496,16.45
24,9750,3900,2760887500800,0.75282,0.5427,1.5851,17.14
25,10140,4290,2996950794240,0.65419,0.539,1.6836,17.91
26,10530,4680,3233014087680,0.59681,0.5357,1.7556,18.63
27,10920,5070,3469077381120,0.52703,0.543,1.8995,19.33
28,11310,5460,3705140674560,0.47155,0.5321,2.0496,20.02
29,11700,5850,3941203968000,0.42282,0.5427,2.0977,20.74
