epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,100,80370728960,1.68305,0.4163,1.6331,0.78
1,780,150,133897912320,1.5591,0.4586,1.5237,1.47
2,1170,200,187425095680,1.49867,0.4604,1.5005,2.13
3,1560,200,214108733440,1.4431,0.4682,1.4832,2.78
4,1950,250,267635916800,1.47326,0.4707,1.4671,3.46
5,2340,250,294319554560,1.39017,0.4847,1.4399,4.12
6,2730,250,321003192320,1.36802,0.4904,1.4256,4.8
7,3120,250,347686830080,1.35006,0.4855,1.4183,5.44
8,3510,266,382960402432,1.37523,0.4663,1.5082,6.14
9,3900,300,427897651200,1.37,0.4831,1.442,6.82
10,4290,300,454581288960,1.33706,0.4948,1.4024,7.45
11,4680,300,481264926720,1.29516,0.5047,1.3968,8.08
12,5070,300,507948564480,1.29366,0.4998,1.4087,8.73
13,5460,300,534632202240,1.28615,0.5027,1.3942,9.38
14,5850,350,588159385600,1.35808,0.4973,1.4172,10.04
15,6240,350,614843023360,1.30306,0.4945,1.4171,10.68
16,6630,350,641526661120,1.26547,0.5075,1.3972,11.33
17,7020,350,668210298880,1.27137,0.5142,1.3846,11.97
18,7410,350,694893936640,1.26501,0.5126,1.3791,12.63
19,7800,400,748421120000,1.35836,0.4923,1.4279,13.3
20,8190,400,775104757760,1.27721,0.5009,1.4076,13.98
21,8580,400,801788395520,1.23542,0.5116,1.3974,14.61
22,8970,400,828472033280,1.25273,0.5112,1.3839,15.26
23,9360,400,855155671040,1.24231,0.5138,1.3944,15.9
24,9750,409,886671147008,1.22891,0.4686,1.5082,16.56
25,10140,450,935366492160,1.3018,0.5077,1.4046,17.24
26,10530,450,962050129920,1.23495,0.5119,1.3859,17.89
27,10920,450,988733767680,1.21665,0.5138,1.3936,18.56
28,11310,450,1015417405440,1.19437,0.5117,1.3952,19.23
29,11700,450,1042101043200,1.20109,0.5189,1.3767,19.89
