epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,150,107214274560,1.63297,0.4336,1.59,0.82
1,780,350,241272094720,1.50694,0.4835,1.4456,1.48
2,1170,550,375329914880,1.40516,0.4967,1.4047,2.16
3,1560,750,509387735040,1.35998,0.5083,1.3827,2.86
4,1950,950,643445555200,1.2953,0.524,1.3507,3.53
5,2340,1150,777503375360,1.23318,0.5242,1.3518,4.22
6,2730,1350,911561195520,1.19777,0.5236,1.3549,4.89
7,3120,1550,1045619015680,1.14707,0.5279,1.3663,5.55
8,3510,1745,1176992481280,1.11731,0.5297,1.3456,6.23
9,3900,1939,1307829075968,1.06019,0.5279,1.3942,6.91
10,4290,2133,1438665670656,1.00422,0.5328,1.3942,7.55
11,4680,2327,1569502265344,0.9452,0.5361,1.4256,8.25
12,5070,2521,1700338860032,0.91511,0.5419,1.3975,8.94
13,5460,2715,1831175454720,0.85895,0.5323,1.433,9.64
14,5850,2909,1962012049408,0.8334,0.5359,1.4476,10.34
15,6240,3103,2092848644096,0.793,0.5412,1.4476,11.03
16,6630,3300,2225295851520,0.74039,0.5506,1.4672,11.71
17,7020,3500,2359353671680,0.71148,0.5509,1.4983,12.36
18,7410,3700,2493411491840,0.67391,0.5515,1.5387,13.02
19,7800,3900,2627469312000,0.64289,0.5506,1.5708,13.7
20,8190,4100,2761527132160,0.61199,0.5478,1.5974,14.39
21,8580,4250,2868741406720,0.55259,0.5408,1.7199,15.05
22,8970,4409,2980787519488,0.52668,0.534,1.7894,15.72
23,9360,4603,3111624114176,0.52758,0.5368,1.7842,16.42
24,9750,4800,3244071321600,0.49261,0.544,1.8458,17.1
25,10140,5000,3378129141760,0.45255,0.5446,1.9092,17.78
26,10530,5200,3512186961920,0.44575,0.5459,1.9592,18.46
27,10920,5350,3619401236480,0.41428,0.5329,2.1213,19.16
28,11310,5550,3753459056640,0.42787,0.532,2.0596,19.85
29,11700,5700,3860673331200,0.39382,0.5416,2.1805,20.54
