epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,0,26683637760,1.90212,0.3351,1.8614,0.8
1,780,0,53367275520,1.79461,0.3614,1.7785,1.47
2,1170,0,80050913280,1.73962,0.3783,1.7306,2.19
3,1560,0,106734551040,1.71072,0.3888,1.7095,2.87
4,1950,0,133418188800,1.67937,0.4046,1.6822,3.56
5,2340,0,160101826560,1.65334,0.3959,1.6979,4.23
6,2730,0,186785464320,1.64097,0.405,1.6702,4.87
7,3120,0,213469102080,1.61813,0.4127,1.6376,5.54
8,3510,0,240152739840,1.60097,0.4192,1.6273,6.23
9,3900,0,266836377600,1.58379,0.4196,1.6311,6.92
10,4290,0,293520015360,1.56619,0.4214,1.617,7.59
11,4680,0,320203653120,1.54291,0.4268,1.6096,8.26
12,5070,0,346887290880,1.54148,0.4236,1.6068,8.91
13,5460,0,373570928640,1.52421,0.4252,1.601,9.58
14,5850,0,400254566400,1.51945,0.4332,1.587,10.24
15,6240,0,426938204160,1.49634,0.4272,1.5852,10.91
16,6630,0,453621841920,1.46738,0.4371,1.5792,11.62
17,7020,0,480305479680,1.47333,0.4247,1.6006,12.32
18,7410,0,506989117440,1.46749,0.4353,1.5633,13.0
19,7800,0,533672755200,1.4523,0.4397,1.5574,13.68
20,8190,0,560356392960,1.41209,0.4359,1.5761,14.34
21,8580,0,587040030720,1.40262,0.4428,1.5504,15.02
22,8970,0,613723668480,1.41494,0.4442,1.5562,15.68
23,9360,0,640407306240,1.40664,0.4411,1.5706,16.33
24,9750,0,667090944000,1.37872,0.4488,1.5507,17.0
25,10140,0,693774581760,1.38498,0.4489,1.5414,17.7
26,10530,0,720458219520,1.36061,0.4457,1.5484,18.38
27,10920,0,747141857280,1.34147,0.4487,1.5349,19.05
28,11310,0,773825495040,1.33114,0.4426,1.5544,19.69
29,11700,0,800509132800,1.31682,0.4383,1.5575,20.38
