epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,390,236063293440,1.58322,0.4669,1.5138,0.85
1,780,780,472126586880,1.42066,0.4914,1.4323,1.53
2,1170,1170,708189880320,1.30112,0.5055,1.3935,2.22
3,1560,1170,787218432000,1.17552,0.5235,1.3523,2.91
4,1950,1170,866246983680,1.10828,0.5364,1.3382,3.6
5,2340,1170,945275535360,1.03027,0.541,1.341,4.27
6,2730,1170,998131630080,0.93346,0.5483,1.3184,4.93
7,3120,1170,1050987724800,0.86276,0.548,1.3953,5.6
8,3510,1170,1103843819520,0.81582,0.5469,1.4306,6.29
9,3900,1170,1130527457280,0.66254,0.5458,1.5497,6.93
10,4290,1170,1157211095040,0.63215,0.543,1.6007,7.55
11,4680,1170,1183894732800,0.59164,0.5457,1.6507,8.22
12,5070,1170,1210578370560,0.55697,0.5451,1.7334,8.83
13,5460,1170,1237262008320,0.51232,0.5396,1.7751,9.49
14,5850,1170,1263945646080,0.48821,0.5393,1.8385,10.13
15,6240,1170,1290629283840,0.46603,0.5385,1.8983,10.76
16,6630,1170,1317312921600,0.43089,0.5413,1.9544,11.39
17,7020,1170,1343996559360,0.40755,0.5356,2.0524,12.04
18,7410,1170,1370680197120,0.37098,0.5392,2.0991,12.68
19,7800,1170,1397363834880,0.33347,0.536,2.1845,13.33
20,8190,1170,1424047472640,0.30875,0.5345,2.2838,13.98
21,8580,1170,1450731110400,0.27769,0.5358,2.4096,14.66
22,8970,1170,1477414748160,0.24534,0.5293,2.4802,15.32
23,9360,1170,1504098385920,0.21962,0.5374,2.5786,16.0
24,9750,1170,1530782023680,0.1874,0.5351,2.6578,16.69
25,10140,1170,1557465661440,0.17453,0.5283,2.7174,17.33
26,10530,1170,1584149299200,0.14234,0.5353,2.8375,17.99
27,10920,1170,1610832936960,0.12553,0.5308,2.9222,18.61
28,11310,1170,1637516574720,0.10674,0.5391,3.0344,19.27
29,11700,1170,1664200212480,0.09059,0.5322,3.0792,19.89
