epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,0,26683637760,1.91742,0.3277,1.8693,0.8
1,780,0,53367275520,1.79293,0.3646,1.7838,1.43
2,1170,0,80050913280,1.74693,0.3851,1.7174,2.1
3,1560,0,106734551040,1.71649,0.3949,1.6965,2.77
4,1950,0,133418188800,1.68392,0.4051,1.6681,3.43
5,2340,0,160101826560,1.67111,0.4043,1.6634,4.11
6,2730,0,186785464320,1.65036,0.4163,1.637,4.77
7,3120,0,213469102080,1.62429,0.409,1.6448,5.41
8,3510,0,240152739840,1.59652,0.4243,1.618,6.06
9,3900,0,266836377600,1.58641,0.4208,1.6186,6.7
10,4290,0,293520015360,1.58557,0.4294,1.5998,7.34
11,4680,0,320203653120,1.55044,0.4287,1.5886,7.99
12,5070,0,346887290880,1.53448,0.4337,1.5896,8.65
13,5460,0,373570928640,1.52405,0.4328,1.5886,9.31
14,5850,0,400254566400,1.50072,0.4329,1.5754,9.92
15,6240,0,426938204160,1.49049,0.4329,1.5883,10.57
16,6630,0,453621841920,1.4779,0.4476,1.5481,11.23
17,7020,0,480305479680,1.46611,0.4541,1.5529,11.88
18,7410,0,506989117440,1.46217,0.448,1.5572,12.55
19,7800,0,533672755200,1.43562,0.4511,1.5375,13.2
20,8190,0,560356392960,1.42261,0.447,1.5483,13.84
21,8580,0,587040030720,1.42698,0.4474,1.5446,14.46
22,8970,0,613723668480,1.39678,0.4504,1.5533,15.1
23,9360,0,640407306240,1.38446,0.4462,1.5519,15.7
24,9750,390,876470599680,1.56654,0.4648,1.5233,16.4
25,10140,780,1112533893120,1.46285,0.471,1.4816,17.11
26,10530,1170,1348597186560,1.3464,0.5059,1.3981,17.81
27,10920,1560,1584660480000,1.24722,0.5177,1.3805,18.5
28,11310,1950,1820723773440,1.17058,0.5221,1.381,19.23
29,11700,2340,2056787066880,1.09269,0.5431,1.3661,19.94
