epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,390,236063293440,1.56037,0.4578,1.5211,0.82
1,780,780,472126586880,1.42191,0.4889,1.4337,1.54
2,1170,1170,708189880320,1.30413,0.5147,1.3724,2.26
3,1560,1170,787218432000,1.17067,0.5275,1.3588,2.98
4,1950,1170,866246983680,1.10131,0.5391,1.3443,3.7
5,2340,1170,945275535360,1.02662,0.5437,1.3357,4.39
6,2730,1170,998131630080,0.92292,0.5477,1.3568,5.05
7,3120,1170,1050987724800,0.85216,0.5437,1.4421,5.74
8,3510,1170,1103843819520,0.8067,0.5404,1.422,6.42
9,3900,1170,1130527457280,0.6458,0.5434,1.5632,7.07
10,4290,1170,1157211095040,0.61207,0.5446,1.5948,7.73
11,4680,1170,1183894732800,0.56206,0.5457,1.6867,8.41
12,5070,1170,1210578370560,0.54518,0.5412,1.7681,9.06
13,5460,1170,1237262008320,0.53529,0.5385,1.7779,9.73
14,5850,1170,1263945646080,0.48872,0.5411,1.8553,10.38
15,6240,1170,1290629283840,0.46935,0.5369,1.9285,11.05
16,6630,1170,1317312921600,0.42362,0.5375,1.9906,11.72
17,7020,1170,1343996559360,0.40956,0.5331,2.078,12.38
18,7410,1170,1370680197120,0.37912,0.5308,2.1437,13.03
19,7800,1170,1397363834880,0.34522,0.5283,2.2116,13.72
20,8190,1170,1424047472640,0.30458,0.5297,2.3235,14.38
21,8580,1170,1450731110400,0.27436,0.5306,2.4021,15.05
22,8970,1170,1477414748160,0.2516,0.5307,2.4329,15.7
23,9360,1170,1504098385920,0.2219,0.5287,2.5893,16.34
24,9750,1170,1530782023680,0.19141,0.5219,2.6708,17.02
25,10140,1170,1557465661440,0.17248,0.5249,2.8028,17.65
26,10530,1170,1584149299200,0.15466,0.5251,2.8555,18.35
27,10920,1170,1610832936960,0.12855,0.5277,2.9393,18.99
28,11310,1170,1637516574720,0.11398,0.5323,3.0416,19.67
29,11700,1170,1664200212480,0.09609,0.527,3.101,20.37
