epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,195,131373465600,1.66397,0.4311,1.5894,0.82
1,780,390,262746931200,1.52121,0.4586,1.5009,1.49
2,1170,585,394120396800,1.41612,0.4864,1.4401,2.18
3,1560,780,525493862400,1.37508,0.4854,1.4279,2.87
4,1950,975,656867328000,1.31746,0.5059,1.3896,3.53
5,2340,1170,788240793600,1.24244,0.5219,1.356,4.2
6,2730,1365,919614259200,1.20231,0.5271,1.3418,4.88
7,3120,1560,1050987724800,1.13531,0.5374,1.3374,5.57
8,3510,1755,1182361190400,1.09018,0.5317,1.3468,6.27
9,3900,1950,1313734656000,1.07044,0.5398,1.3439,6.98
10,4290,2145,1445108121600,1.02372,0.54,1.3367,7.7
11,4680,2340,1576481587200,0.97535,0.5434,1.3731,8.4
12,5070,2535,1707855052800,0.92345,0.5407,1.4034,9.13
13,5460,2730,1839228518400,0.86389,0.5463,1.4032,9.81
14,5850,2925,1970601984000,0.82155,0.5373,1.433,10.53
15,6240,3120,2101975449600,0.77002,0.5397,1.5036,11.24
16,6630,3315,2233348915200,0.75547,0.5443,1.4557,11.88
17,7020,3510,2364722380800,0.71338,0.5376,1.5147,12.59
18,7410,3705,2496095846400,0.66576,0.5473,1.5415,13.28
19,7800,3900,2627469312000,0.61515,0.5537,1.6081,13.97
20,8190,4095,2758842777600,0.59198,0.544,1.7036,14.65
21,8580,4290,2890216243200,0.56541,0.5445,1.6723,15.33
22,8970,4485,3021589708800,0.50886,0.5447,1.7904,16.02
23,9360,4680,3152963174400,0.48974,0.5434,1.7997,16.73
24,9750,4875,3284336640000,0.42853,0.5504,1.9315,17.42
25,10140,5070,3415710105600,0.44189,0.5356,1.9689,18.13
26,10530,5265,3547083571200,0.39826,0.5445,2.0073,18.86
27,10920,5460,3678457036800,0.38307,0.5391,2.1138,19.57
28,11310,5655,3809830502400,0.35461,0.5454,2.1275,20.27
29,11700,5850,3941203968000,0.34518,0.532,2.2136,20.96
