epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,195,131373465600,1.63743,0.4395,1.5815,0.82
1,780,390,262746931200,1.51066,0.4699,1.5047,1.5
2,1170,585,394120396800,1.42146,0.4985,1.4179,2.2
3,1560,780,525493862400,1.36422,0.5002,1.4107,2.89
4,1950,975,656867328000,1.29228,0.5117,1.3781,3.53
5,2340,1170,788240793600,1.23458,0.5166,1.3873,4.22
6,2730,1365,919614259200,1.20569,0.5249,1.3549,4.91
7,3120,1560,1050987724800,1.1455,0.5281,1.3673,5.59
8,3510,1755,1182361190400,1.08937,0.5336,1.359,6.24
9,3900,1950,1313734656000,1.04953,0.5397,1.3358,6.9
10,4290,2145,1445108121600,1.00625,0.5326,1.3492,7.57
11,4680,2340,1576481587200,0.95337,0.536,1.3907,8.26
12,5070,2535,1707855052800,0.89927,0.5318,1.4277,8.98
13,5460,2730,1839228518400,0.87081,0.5396,1.4197,9.71
14,5850,2925,1970601984000,0.83471,0.5396,1.4216,10.42
15,6240,3120,2101975449600,0.76776,0.5429,1.5038,11.17
16,6630,3315,2233348915200,0.7341,0.5431,1.4911,11.87
17,7020,3510,2364722380800,0.69999,0.545,1.5456,12.54
18,7410,3705,2496095846400,0.65178,0.5384,1.6162,13.22
19,7800,3900,2627469312000,0.6207,0.5382,1.6277,13.9
20,8190,4095,2758842777600,0.58007,0.5382,1.6732,14.58
21,8580,4290,2890216243200,0.53463,0.5397,1.6645,15.26
22,8970,4485,3021589708800,0.50434,0.5417,1.8321,15.96
23,9360,4680,3152963174400,0.47807,0.5406,1.8513,16.65
24,9750,4875,3284336640000,0.44253,0.5424,1.9007,17.35
25,10140,5070,3415710105600,0.43187,0.5377,1.9545,18.0
26,10530,5265,3547083571200,0.40306,0.5388,2.0444,18.69
27,10920,5460,3678457036800,0.37304,0.5377,2.1218,19.38
28,11310,5655,3809830502400,0.35846,0.5335,2.135,20.08
29,11700,5850,3941203968000,0.34545,0.5352,2.1395,20.73
