epoch,step,full_steps,bp_flops,train_loss_ema,test_acc,test_loss,wall_s
0,390,20,37421056000,1.83252,0.3596,1.7692,0.85
1,780,39,74305241088,1.83989,0.3346,1.8004,1.48
2,1170,59,111726297088,1.7631,0.3824,1.704,2.13
3,1560,78,148610482176,1.72301,0.3904,1.6861,2.79
4,1950,98,186031538176,1.71701,0.4023,1.6572,3.45
5,2340,117,222915723264,1.65948,0.398,1.6639,4.09
6,2730,137,260336779264,1.68395,0.4007,1.6699,4.79
7,3120,156,297220964352,1.66002,0.4054,1.6588,5.46
8,3510,176,334642020352,1.66056,0.4052,1.6614,6.12
9,3900,195,371526205440,1.66156,0.3901,1.6749,6.8
10,4290,215,408947261440,1.61651,0.4047,1.6389,7.46
11,4680,234,445831446528,1.5754,0.4389,1.5717,8.12
12,5070,254,483252502528,1.58514,0.4302,1.5871,8.78
13,5460,273,520136687616,1.57394,0.4261,1.6096,9.45
14,5850,293,557557743616,1.60043,0.435,1.5932,10.13
15,6240,312,594441928704,1.57349,0.433,1.5932,10.81
16,6630,332,631862984704,1.58999,0.4343,1.6038,11.49
17,7020,351,668747169792,1.56934,0.4258,1.5879,12.15
18,7410,371,706168225792,1.50874,0.4313,1.577,12.79
19,7800,390,743052410880,1.52909,0.4492,1.5606,13.46
20,8190,410,780473466880,1.55375,0.4383,1.5764,14.17
21,8580,429,817357651968,1.58651,0.4432,1.5738,14.83
22,8970,449,854778707968,1.51146,0.4608,1.5203,15.5
23,9360,468,891662893056,1.49283,0.4548,1.5248,16.18
24,9750,488,929083949056,1.46338,0.4659,1.5003,16.86
25,10140,507,965968134144,1.45831,0.4689,1.49,17.54
26,10530,527,1003389190144,1.44831,0.4694,1.487,18.22
27,10920,546,1040273375232,1.44979,0.4586,1.517,18.92
28,11310,566,1077694431232,1.46438,0.4501,1.5374,19.59
29,11700,585,1114578616320,1.5176,0.4541,1.5204,20.24
